,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,3.77,11.25,1.58,7.81,9.61,0.92,0.86,2.76,-2.09,8.19,10.08,0.6,4.25,-1.17,0.01,0.07,0.09,0.55,0.42,2.15,41.09,11.75,9.54,8.15,14.02,7.67,11.9,0.94,12.27,17.35
2015,9.24,16.59,2.46,9.97,12.36,1.12,1.2,5.02,-2.9,9.12,11.32,0.58,3.91,-5.93,0.1,0.41,0.51,0.49,0.49,1.69,42.71,11.22,9.04,6.74,14.8,7.24,12.97,1.07,12.59,-2.33
2016,3.08,11.55,2.11,8.92,8.84,1.03,1.1,3.3,-2.75,9.66,9.58,0.77,4.2,0.35,0.04,0.19,0.19,0.55,0.45,inf,44.4,11.56,11.65,8.92,17.5,9.56,16.9,1.07,9.51,3.3
2017,1.82,22.13,3.67,16.54,21.13,2.15,2.08,6.05,-5.67,16.79,21.45,0.77,4.65,110.81,0.01,0.06,0.07,0.57,0.41,2.19,44.05,13.02,10.19,9.73,16.57,9.4,11.11,0.97,4.36,5.29
2018,2.62,4.44,0.62,2.61,3.21,0.38,0.37,1.2,-0.93,2.81,3.46,3.68,26.45,-0.52,0.03,0.13,0.16,0.6,0.38,2.06,43.87,14.46,11.73,8.49,13.92,8.33,12.34,0.98,2.65,1.35
2019,inf,59.17,6.14,35.31,37.8,4.37,3.59,11.98,-8.48,38.19,40.88,0.47,4.49,inf,-0.11,-0.63,-0.67,0.58,0.4,2.08,50.29,12.37,11.56,7.38,10.37,6.06,10.54,0.82,1.55,-0.44
2020,0.13,159.81,7.6,82.28,81.69,6.66,4.65,15.98,-10.49,84.73,84.12,0.24,5.01,inf,-0.15,-1.65,-1.64,0.61,0.37,2.1,52.34,8.09,8.15,4.17,4.75,2.91,8.16,0.7,-3.59,-12.43
2021,1.28,26.44,5.37,24.66,29.44,4.62,2.27,-17.09,-3.79,26.35,31.46,1.17,5.77,inf,-0.14,-0.64,-0.76,0.42,0.57,0.75,49.55,18.72,15.68,17.46,20.31,8.59,15.86,0.49,-0.53,13.78
2022,inf,66.92,1.41,32.17,40.42,1.94,0.96,3.57,-1.72,38.98,48.97,0.18,8.43,-0.81,0.11,2.48,3.12,0.68,0.32,2.52,46.1,6.04,4.81,2.9,2.11,1.43,1.62,0.49,2.36,-19.63
2023,inf,49.26,1.04,23.68,29.75,1.43,0.7,2.63,-1.27,25.34,31.83,0.18,8.43,-0.6,0.11,2.48,3.12,0.68,0.32,2.52,46.1,6.04,4.81,2.9,2.11,1.43,1.62,0.49,2.36,-19.63
