,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.97,-5.81,0.44,inf,15.22,0.09,0.17,0.54,-0.63,inf,27.36,-1.55,20.44,0.02,0.35,inf,12.14,0.38,0.62,1.72,12.52,inf,0.58,-1.51,-7.57,-2.85,1.06,1.89,2.55,inf
2015,inf,-9.92,0.31,inf,3.6,0.06,0.09,0.46,-0.33,inf,8.3,-0.51,16.09,0.17,0.41,inf,4.7,0.29,0.71,1.38,12.61,inf,1.68,-0.61,-3.17,-0.93,4.77,1.52,2.04,inf
2016,inf,-10.95,0.71,inf,7.04,0.13,0.2,1.0,-0.53,inf,12.33,-0.76,11.7,-0.08,0.53,inf,5.29,0.28,0.72,1.46,15.31,inf,1.86,-1.2,-6.45,-1.81,5.32,1.51,4.25,inf
2017,inf,-5.04,0.76,inf,-50.47,0.14,0.22,8.27,-0.58,inf,-100.54,-1.48,9.78,-0.04,0.76,inf,-50.07,0.28,0.72,1.04,17.09,inf,-0.27,-2.75,-15.11,-4.3,-3.47,1.57,4.87,inf
2018,inf,-49.99,0.48,inf,8.86,0.11,0.17,0.9,-0.52,inf,16.27,-0.08,8.25,0.55,0.4,inf,7.41,0.35,0.65,1.38,15.94,inf,1.29,-0.23,-0.95,-0.34,2.08,1.48,4.24,inf
2019,inf,66.88,0.8,8.32,13.14,0.17,0.25,1.54,-0.74,12.91,20.4,0.1,8.11,inf,0.44,4.59,7.26,0.32,0.68,1.33,15.37,2.01,1.27,0.25,1.19,0.38,3.07,1.51,6.84,inf
2020,inf,14.43,0.72,4.86,6.26,0.14,0.2,0.8,-0.59,6.33,8.16,0.42,8.45,inf,0.22,1.47,1.9,0.28,0.62,1.61,13.93,2.84,2.2,0.95,5.0,1.39,4.52,1.46,9.61,inf
2021,4.59,9.34,0.67,4.28,5.59,0.11,0.18,0.84,-0.5,6.44,8.42,0.63,8.77,inf,0.34,2.17,2.83,0.27,0.63,1.5,14.15,2.66,2.04,1.22,7.2,1.94,4.93,1.59,9.44,inf
2022,4.72,5.62,0.3,1.58,1.87,0.06,0.1,0.44,-0.33,3.25,3.85,0.65,12.2,1.64,0.4,1.67,1.98,0.27,0.65,1.52,14.66,3.68,3.11,1.03,6.79,1.85,10.89,1.79,13.77,inf
2023,5.3,5.01,0.27,1.41,1.67,0.05,0.09,0.4,-0.29,3.08,3.64,0.65,12.2,1.46,0.32,1.67,1.98,0.35,0.65,1.52,14.66,3.68,3.11,1.03,5.35,1.85,10.89,1.79,13.77,inf
