,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,-3.15,1.03,12.91,-5.6,0.78,0.25,-2.01,-0.28,34.78,-15.07,-2.44,7.47,-0.01,1.75,21.87,-9.48,0.24,0.74,0.5,24.71,6.07,-14.01,-24.89,-32.71,-7.83,-7.92,0.31,inf,inf
2015,4.94,11.96,0.6,0.77,1.06,0.33,0.15,-0.53,-0.19,3.35,4.61,0.38,7.63,-0.1,2.03,2.58,3.56,0.25,0.73,0.43,31.47,42.9,31.19,2.76,5.04,1.24,15.19,0.45,35.06,14.77
2016,7.17,-1.75,0.57,1.05,1.52,0.36,0.11,-0.49,-0.14,6.19,8.95,-1.81,5.54,0.0,2.79,5.14,7.43,0.2,0.78,0.48,34.42,34.2,23.66,-20.59,-32.66,-6.41,8.43,0.31,17.34,inf
2017,inf,88.26,0.49,0.8,1.48,0.4,0.13,-0.46,-0.15,3.06,5.63,0.04,6.85,-0.86,1.38,2.26,4.15,0.26,0.7,0.34,30.81,49.31,26.79,0.45,0.56,0.14,5.72,0.32,12.33,-58.16
2018,12.47,-0.75,0.31,1.3,-3.03,0.23,0.07,-0.18,-0.08,9.83,-22.86,-2.09,5.02,0.0,2.03,8.53,-19.83,0.22,0.74,0.16,29.59,17.6,-7.57,-30.78,-41.62,-9.24,-4.31,0.3,7.24,inf
2019,inf,-1.54,0.42,0.75,-6.73,0.3,0.08,-0.44,-0.08,5.48,-48.86,-1.09,4.07,inf,2.6,4.73,-42.13,0.19,0.8,0.26,11.81,39.74,-4.46,-19.42,-26.92,-5.14,-5.66,0.26,-10.51,inf
2020,inf,2.17,0.46,0.66,1.77,0.42,0.12,-0.61,-0.13,3.44,9.25,1.08,5.1,inf,1.93,2.78,7.48,0.27,0.73,0.22,9.07,64.2,23.87,19.54,21.09,5.63,6.75,0.29,-16.95,22.84
2021,1.95,35.19,0.41,0.9,8.13,0.35,0.12,-1.0,-0.12,4.81,43.42,0.06,5.14,inf,1.78,3.91,35.28,0.29,0.66,0.31,12.77,39.3,4.36,1.01,1.17,0.33,0.35,0.33,-7.49,inf
2022,2.08,24.82,0.17,0.41,0.65,0.14,0.05,-0.41,-0.06,4.61,7.18,0.04,5.21,-0.63,1.76,4.19,6.53,0.31,0.69,0.28,29.66,34.04,21.84,0.57,0.7,0.22,6.05,0.38,-5.55,-0.97
2023,2.25,22.89,0.16,0.38,0.6,0.13,0.05,-0.37,-0.05,4.58,7.13,0.04,5.21,-0.58,1.75,4.19,6.53,0.31,0.69,0.28,29.66,34.04,21.84,0.57,0.7,0.22,6.05,0.38,-5.55,-0.97
