,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,6.33,-65.59,0.82,-29.85,-10.96,0.65,0.59,4.06,-0.99,-24.58,-9.02,-0.04,2.92,0.56,-0.14,5.27,1.93,0.71,0.29,1.55,41.52,-2.17,-5.92,-0.99,-1.25,-0.89,-11.15,0.9,1.6,inf
2015,6.6,8.67,0.57,6.08,14.19,0.51,0.42,2.42,-0.72,4.3,10.04,0.2,3.0,-0.01,-0.17,-1.78,-4.14,0.74,0.26,1.75,46.36,8.4,3.6,5.89,6.6,4.89,2.55,0.83,-5.04,-24.41
2016,inf,-6.92,0.96,-8.47,-5.46,0.91,0.72,3.89,-1.16,-6.82,-4.4,-0.37,2.64,0.02,-0.19,1.65,1.06,0.75,0.25,1.94,43.13,-10.71,-16.63,-13.11,-13.93,-10.38,-18.42,0.79,-8.88,inf
2017,inf,-26.41,1.0,-40.87,-11.5,1.06,0.78,3.64,-1.27,-33.7,-9.48,-0.1,2.54,0.36,-0.18,7.18,2.02,0.78,0.22,2.2,42.43,-2.6,-9.24,-4.02,-3.79,-2.94,-10.86,0.73,-10.78,inf
2018,inf,55.1,1.09,17.84,133.88,1.25,0.86,2.9,-1.58,14.16,106.27,0.05,2.59,-0.36,-0.23,-3.68,-27.6,0.79,0.21,2.89,38.94,7.02,0.94,2.27,1.98,1.56,-1.04,0.69,-10.36,-24.36
2019,1.5,18.56,2.09,11.61,16.69,2.23,1.46,5.12,-3.21,9.29,13.36,0.27,2.42,inf,-0.42,-2.32,-3.34,0.7,0.3,2.1,39.81,19.24,13.39,12.04,11.24,7.88,8.0,0.65,-9.32,inf
2020,6.83,18.94,1.8,10.62,15.98,1.87,1.37,4.19,-2.87,8.82,13.28,0.22,2.36,inf,-0.31,-1.8,-2.71,0.76,0.24,2.67,39.01,17.58,11.68,9.86,9.51,7.23,7.71,0.73,-7.54,2.51
2021,5.08,10.73,1.66,7.03,9.22,1.26,0.97,4.75,-2.19,5.27,6.92,0.39,2.54,inf,-0.41,-1.75,-2.3,0.58,0.42,1.57,36.3,17.94,13.67,11.76,15.46,9.01,11.63,0.77,3.58,inf
2022,7.15,5.09,0.89,4.75,6.44,0.68,0.6,6.11,-0.97,4.24,5.74,0.5,2.86,0.19,-0.1,-0.51,-0.69,0.68,0.32,1.35,34.18,14.39,10.62,13.41,17.46,11.8,12.13,0.88,9.24,inf
2023,7.5,4.85,0.85,4.52,6.13,0.65,0.57,5.82,-0.92,4.01,5.44,0.5,2.86,0.18,-0.1,-0.51,-0.69,0.68,0.32,1.35,34.18,14.39,10.62,13.41,17.46,11.8,12.13,0.88,9.24,inf
