,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,1.49,24.88,3.55,12.96,15.91,1.91,1.53,6.99,-2.97,14.12,17.35,2.55,17.87,0.23,0.32,1.17,1.44,0.43,0.57,1.83,29.34,14.73,11.99,7.67,14.27,6.16,11.46,0.8,12.77,78.43
2015,2.16,15.54,3.58,9.33,11.43,1.5,1.2,6.39,-2.28,11.08,13.58,3.57,15.49,0.39,0.67,1.75,2.15,0.33,0.66,1.65,31.34,16.1,13.13,9.66,23.02,7.7,13.23,0.8,7.26,31.08
2016,1.58,-105.27,3.31,21.6,21.6,1.16,0.91,6.27,-1.63,28.2,28.2,-0.46,14.57,0.94,0.98,6.6,6.6,0.28,0.72,inf,22.31,5.38,5.38,-1.1,-3.05,-0.87,5.66,0.79,5.59,inf
2017,inf,-26.42,2.66,20.84,44.84,1.05,0.66,6.95,-1.14,30.8,66.26,-1.39,13.79,-0.13,1.27,9.96,21.42,0.25,0.74,1.29,20.18,5.04,2.34,-3.98,-10.05,-2.49,1.28,0.63,1.74,inf
2018,inf,-4.01,2.56,-11.17,-86.35,0.59,0.42,3.92,-0.76,-21.69,-167.72,-5.47,8.57,-0.01,2.41,-10.52,-81.37,0.16,0.82,1.31,16.12,-5.28,-0.68,-14.73,-63.87,-10.5,-1.82,0.71,1.67,inf
2019,inf,96.1,3.62,8.08,9.69,0.86,0.69,16.61,-1.07,12.02,14.41,0.37,9.72,inf,1.77,3.94,4.73,0.19,0.8,1.13,24.15,10.58,8.83,0.89,3.77,0.71,10.56,0.8,2.89,-33.13
2020,inf,12.94,2.09,4.1,6.29,0.45,0.36,2.4,-0.67,7.43,11.39,1.7,10.57,inf,1.69,3.33,5.1,0.17,0.82,1.48,24.0,11.06,7.21,3.51,16.11,2.79,8.34,0.79,4.16,-14.96
2021,inf,43.62,2.16,3.94,6.08,0.38,0.33,3.65,-0.62,7.72,11.92,0.52,10.42,inf,2.08,3.78,5.84,0.15,0.84,1.24,20.05,9.61,6.23,0.87,4.96,0.75,7.17,0.86,7.46,inf
2022,inf,-2.83,0.76,5.64,-65.76,0.17,0.15,2.13,-0.29,15.05,-175.59,-2.93,10.92,0.0,1.33,9.41,-109.82,0.19,0.8,1.19,15.12,2.96,-0.25,-5.88,-28.1,-5.47,-1.19,0.93,13.7,inf
2023,inf,-2.12,0.57,4.23,-49.32,0.12,0.12,1.6,-0.21,13.64,-159.15,-2.93,10.92,0.0,1.27,9.41,-109.82,0.2,0.8,1.19,15.12,2.96,-0.25,-5.88,-26.78,-5.47,-1.19,0.93,13.7,inf
