,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.58,15.62,1.65,7.45,8.27,6.18,0.78,7.42,-0.95,10.81,12.01,2.09,19.77,-0.3,0.75,3.37,3.74,0.47,0.53,2.37,88.17,83.03,74.74,39.58,10.59,4.97,8.2,0.13,-11.15,-1.95
2015,3.31,8.14,1.05,3.49,3.9,2.78,0.43,7.09,-0.49,7.28,8.15,2.83,21.81,0.23,1.15,3.79,4.25,0.41,0.59,2.14,81.63,79.76,71.28,34.18,12.95,5.33,10.38,0.16,15.59,12.15
2016,0.8,19.16,1.1,4.27,4.89,3.24,0.48,10.72,-0.54,8.35,9.58,1.32,22.92,-0.36,1.06,4.09,4.68,0.43,0.57,1.71,79.65,76.03,66.32,16.93,5.76,2.49,8.11,0.15,5.52,-4.58
2017,2.64,20.82,1.77,7.28,8.3,4.49,0.83,8.35,-1.0,10.64,12.14,2.07,24.29,0.37,0.82,3.36,3.84,0.47,0.53,2.47,67.32,61.75,54.11,21.58,8.5,3.99,8.92,0.19,-0.18,-11.62
2018,inf,119.8,1.34,9.78,12.4,5.08,0.69,9.74,-0.79,14.82,18.79,0.27,24.25,-1.38,0.69,5.04,6.39,0.51,0.48,2.15,58.86,51.95,40.96,4.24,1.12,0.57,4.88,0.14,-10.53,-42.5
2019,0.78,31.46,1.85,10.67,12.86,7.3,0.92,9.06,-1.06,15.09,18.2,1.5,25.48,inf,0.77,4.43,5.34,0.5,0.5,4.49,74.48,68.4,56.74,23.19,5.87,2.92,6.62,0.13,4.05,-6.5
2020,0.14,29.31,1.65,9.57,11.65,7.54,0.83,6.89,-1.03,13.31,16.19,1.51,26.79,inf,0.64,3.73,4.54,0.5,0.49,2.73,80.17,78.77,64.73,25.73,5.65,2.84,5.87,0.11,-6.59,-11.75
2021,0.89,78.18,1.52,11.77,15.69,8.26,0.69,-9.8,-0.75,20.14,26.83,0.53,27.06,inf,1.09,8.36,11.14,0.45,0.54,0.53,79.97,70.18,52.67,10.57,1.97,0.88,3.82,0.08,-8.54,-16.77
2022,0.79,-13.06,0.7,4.96,6.99,2.72,0.3,2.88,-0.36,13.23,18.65,-1.39,25.76,0.04,1.18,8.27,11.66,0.42,0.58,2.56,60.63,54.85,38.93,-20.83,-5.43,-2.28,3.64,0.11,-6.96,inf
2023,0.97,-10.7,0.58,4.06,5.73,2.23,0.24,2.36,-0.29,12.34,17.38,-1.39,25.76,0.03,1.18,8.27,11.66,0.42,0.58,2.56,60.63,54.85,38.93,-20.83,-5.39,-2.28,3.64,0.11,-6.96,inf
