,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.55,18.94,1.15,3.73,7.71,1.53,0.64,5.96,-0.83,5.42,11.2,0.5,8.31,-0.3,0.52,1.69,3.49,0.56,0.44,1.92,54.37,41.07,19.89,8.09,6.07,3.4,7.31,0.42,14.46,-1.24
2015,inf,-3.48,0.35,3.27,-5.19,0.59,0.21,1.57,-0.28,7.01,-11.12,-0.76,7.51,0.01,0.4,3.74,-5.93,0.59,0.41,1.99,40.33,18.06,-11.38,-16.98,-10.16,-5.97,-6.1,0.35,0.94,inf
2016,inf,-1.87,0.19,4.54,-1.57,0.47,0.12,0.67,-0.18,7.46,-2.58,-2.09,21.0,-1.14,0.12,2.92,-1.01,0.66,0.34,2.44,20.93,10.31,-29.78,-25.06,-9.96,-6.58,-11.26,0.26,-10.16,inf
2017,inf,-5.23,0.85,-16.73,-3.83,2.48,0.59,10.8,-0.73,-20.62,-4.72,-0.79,4.82,-0.13,0.2,-3.89,-0.89,0.69,0.31,1.4,0.45,-14.85,-64.88,-47.51,-16.35,-11.31,-22.09,0.24,-15.23,inf
2018,inf,-7.91,1.0,inf,-5.94,2.47,0.74,17.47,-0.93,inf,-6.41,-0.54,4.27,0.25,0.08,216.05,-0.46,0.74,0.26,1.26,10.58,0.09,-41.56,-31.22,-12.66,-9.36,-18.32,0.3,-18.23,inf
2019,inf,-58.46,2.37,22.05,-61.17,5.98,1.91,19.96,-2.46,22.26,-61.76,-0.18,4.4,inf,0.02,0.21,-0.59,0.8,0.2,1.76,35.72,27.14,-9.78,-10.24,-4.06,-3.27,-4.38,0.32,-11.16,inf
2020,inf,-326.42,1.41,9.46,114.49,3.06,1.05,3.8,-1.68,8.75,106.0,-0.02,4.36,inf,-0.1,-0.7,-8.49,0.74,0.26,3.84,39.39,32.36,2.67,-0.94,-0.43,-0.32,0.45,0.34,-2.55,inf
2021,2.93,15.72,1.48,5.53,10.98,2.18,1.11,5.46,-1.66,5.48,10.89,0.41,4.33,inf,-0.01,-0.05,-0.09,0.75,0.25,2.61,54.6,39.5,19.88,13.88,9.4,7.07,8.33,0.51,13.23,inf
2022,2.29,13.0,2.27,5.75,8.74,2.58,1.09,3.68,-2.0,6.11,9.28,0.88,5.03,0.12,0.14,0.36,0.55,0.48,0.52,2.84,63.65,44.85,29.51,19.83,17.5,8.36,14.22,0.42,30.26,inf
2023,3.5,11.02,1.93,4.87,7.41,2.19,0.92,3.12,-1.7,5.23,7.95,0.88,5.03,0.1,0.14,0.36,0.55,0.48,0.52,2.84,63.65,44.85,29.51,19.83,17.47,8.36,14.22,0.42,30.26,inf
