,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,10.6,5.03,0.6,5.56,6.11,0.58,0.26,0.58,-0.76,10.59,11.64,1.08,9.1,-0.47,0.54,5.03,5.53,0.44,0.5,3.15,27.85,10.35,9.41,11.44,11.89,5.17,3.69,0.45,13.56,15.19
2015,12.82,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.61,12.56,14.1,0.42,0.52,2.98,23.59,4.78,4.26,4.6,4.69,1.97,1.04,0.43,2.43,-16.68
2016,4.78,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.65,-92.72,-51.52,0.43,0.52,3.26,19.33,-0.85,-1.53,0.11,0.09,0.04,-1.55,0.35,-1.8,-61.68
2017,inf,-3.83,0.74,-4.28,-3.99,0.93,0.27,0.52,-1.63,-7.72,-7.18,-1.5,7.74,0.0,0.59,-3.44,-3.2,0.37,0.58,2.66,11.1,-21.77,-23.39,-24.32,-19.13,-7.1,-9.81,0.29,-11.22,inf
2018,inf,-8.4,0.86,inf,-8.35,0.92,0.28,0.56,-1.48,inf,-13.03,-0.71,7.01,0.16,0.48,inf,-4.68,0.33,0.62,2.73,13.75,inf,-10.96,-10.9,-10.19,-3.39,-5.56,0.31,-9.72,inf
2019,inf,28.33,2.02,18.89,19.83,1.77,0.68,1.53,-2.36,21.54,22.61,0.55,7.69,inf,0.28,2.65,2.79,0.33,0.62,2.65,24.87,9.34,8.9,6.23,7.14,2.39,3.97,0.38,-2.81,-13.93
2020,1.2,173.54,1.46,33.39,9.37,1.53,0.49,1.19,-1.85,22.44,6.29,0.07,8.24,inf,-0.48,-10.95,-3.07,0.34,0.52,2.3,28.87,4.57,16.28,0.88,0.84,0.28,8.15,0.32,-5.4,-32.05
2021,12.61,6.04,0.77,5.14,5.27,0.61,0.24,0.55,-0.88,2.83,2.9,1.09,8.59,inf,-0.34,-2.31,-2.37,0.31,0.56,1.88,27.77,11.93,11.65,10.16,12.7,3.9,7.68,0.38,5.48,162.14
2022,3.28,6.65,0.5,5.17,5.54,0.41,0.15,0.35,-0.54,3.77,4.04,0.69,9.13,0.15,-0.14,-1.4,-1.5,0.3,0.57,2.48,24.3,7.94,7.41,6.17,7.54,2.26,3.85,0.37,5.48,139.11
2023,3.4,6.4,0.48,4.98,5.33,0.4,0.14,0.34,-0.52,3.58,3.83,0.69,9.13,0.14,-0.14,-1.4,-1.5,0.3,0.57,2.48,24.3,7.94,7.41,6.17,7.54,2.26,3.85,0.37,5.48,139.11
