,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.02,0.07,0.08,0.7,0.3,1.33,54.48,48.1,42.16,48.27,30.97,21.83,21.05,0.45,108.05,inf
2015,12.67,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.32,34.23,8.25,0.74,0.26,2.26,0.33,-5.16,-21.41,5.91,1.06,0.78,-3.52,0.13,5.93,-11.53
2016,5.29,23.02,0.96,42.35,inf,3.41,0.77,4.82,-1.11,37.78,inf,0.48,11.54,0.1,-0.1,-4.58,367.12,0.8,0.2,2.36,25.99,8.06,-0.1,14.82,3.97,3.19,-0.78,0.22,3.37,inf
2017,1.93,5.77,1.05,inf,4.53,1.9,0.79,11.34,-1.03,inf,4.92,2.17,11.92,0.02,0.09,inf,0.38,0.76,0.24,1.09,40.55,inf,41.87,32.9,18.93,14.3,17.3,0.43,9.46,34.48
2018,4.88,5.01,1.01,4.23,4.75,1.6,0.69,4.09,-1.0,4.99,5.61,3.11,15.52,0.12,0.21,0.76,0.86,0.64,0.36,1.83,42.53,37.8,33.65,31.88,23.43,15.01,15.91,0.47,29.55,inf
2019,4.89,9.05,1.15,4.82,6.59,1.53,0.71,4.31,-1.04,5.69,7.78,2.1,16.58,inf,0.22,0.87,1.2,0.65,0.35,1.95,31.39,31.86,23.3,16.95,13.58,8.81,12.66,0.52,13.49,-7.94
2020,2.84,4.89,1.38,3.08,3.94,1.27,0.76,6.41,-1.11,4.06,5.2,5.11,18.06,inf,0.44,0.98,1.26,0.55,0.45,1.61,40.27,41.3,32.29,26.02,28.32,15.54,20.95,0.6,55.29,108.88
2021,9.1,5.67,1.2,3.81,4.27,1.54,0.81,2.46,-1.6,3.56,3.99,5.08,23.95,inf,-0.09,-0.25,-0.29,0.64,0.36,2.66,40.44,40.28,35.97,27.11,23.83,15.17,18.82,0.56,59.78,80.28
2022,17.54,6.75,1.38,3.93,5.29,1.78,0.92,2.78,-1.75,4.15,5.59,4.44,21.65,1.0,0.08,0.22,0.3,0.66,0.34,3.28,39.39,45.38,33.72,26.43,20.5,13.58,16.13,0.51,59.78,75.47
2023,21.8,17.37,1.2,6.21,12.43,1.91,0.73,3.88,-1.18,7.63,15.27,1.39,20.04,-0.22,0.27,1.42,2.84,0.61,0.39,1.99,23.11,30.82,15.4,11.02,6.92,4.22,4.74,0.38,59.78,39.06
