,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.81,0.9,7.57,inf,2.68,inf,4.66,0.12,0.88,1.05,12.82,inf,7.69,1.59,11.86,1.45,11.35,0.91,22.84,12.43
2015,3.79,4.25,6.31,inf,1.85,0.27,0.21,22.07,-0.3,inf,5.26,3.77,2.54,0.01,9.64,inf,2.83,0.03,0.98,1.03,21.66,inf,14.7,6.4,148.41,4.95,18.23,0.77,12.96,9.63
2016,1.35,-87.17,13.1,inf,6.03,0.75,0.69,-5.29,-1.01,inf,6.86,-0.52,3.44,0.77,5.64,inf,2.59,0.05,0.97,0.71,26.6,inf,12.49,-0.86,-15.02,-0.79,21.3,0.91,7.57,inf
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.56,5.12,8.18,inf,2.7,inf,1.88,0.12,0.89,0.94,26.11,inf,19.0,8.29,62.64,7.65,27.5,0.92,6.38,inf
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.53,3.6,8.51,inf,2.54,inf,2.08,0.11,0.9,0.93,19.99,inf,14.32,4.94,42.23,4.84,24.32,0.98,7.2,41.26
2019,2.53,-6.84,3.92,5.35,-338.17,0.37,0.28,2.67,-0.43,12.67,-800.91,-3.51,6.13,inf,4.25,5.8,-366.81,0.07,0.94,1.44,12.7,6.83,-0.11,-5.35,-57.27,-4.11,-5.91,0.77,3.0,inf
2020,inf,-2.15,-6.54,3.63,-200.49,0.25,0.17,2.48,-0.28,11.06,-611.46,-8.39,-2.76,inf,inf,6.14,-339.73,-0.03,1.04,1.2,19.15,6.79,-0.12,-11.43,-303.85,-7.77,-7.2,0.68,4.54,inf
2021,1.78,1.94,3.45,0.9,1.04,0.26,0.29,1.92,-0.51,2.26,2.63,17.54,9.87,inf,2.91,0.76,0.88,0.08,0.93,1.56,30.35,28.61,24.66,13.24,177.79,15.11,53.45,1.14,17.25,inf
2022,inf,-60.56,3.33,inf,4.76,0.21,0.23,1.98,-0.38,inf,9.47,-0.42,7.66,0.59,2.84,inf,4.88,0.08,0.93,1.42,11.77,inf,4.43,-0.35,-4.58,-0.38,8.16,1.1,14.4,inf
2023,inf,-39.19,2.15,1.46,3.08,0.14,0.15,1.28,-0.25,4.08,8.61,-0.42,7.66,0.38,3.41,2.31,4.88,0.07,0.93,1.42,11.77,9.33,4.43,-0.35,-5.5,-0.38,8.16,1.1,14.4,inf
