,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.59,8.48,inf,0.66,inf,3.35,0.55,0.45,0.48,100.0,inf,420.32,400.44,18.72,10.36,10.85,0.03,inf,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1,8.7,inf,0.63,inf,21.37,0.58,0.42,0.29,100.0,inf,47.73,18.51,1.15,0.67,1.14,0.04,116.0,105.96
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.18,8.72,inf,0.53,inf,17.42,0.62,0.38,0.51,100.0,inf,56.27,36.84,2.01,1.24,0.78,0.03,68.1,40.25
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.54,29.24,inf,0.46,inf,12.89,0.66,0.34,0.89,100.0,inf,72.28,37.6,1.85,1.22,1.99,0.03,29.18,34.22
2018,inf,28.62,0.58,inf,14.92,11.87,0.39,28.29,-0.41,inf,24.38,0.63,31.09,1.76,0.37,inf,9.47,0.67,0.33,1.29,100.0,inf,79.6,41.48,2.03,1.35,2.61,0.03,3.27,7.06
2019,0.43,26.55,0.81,13.11,13.29,18.71,0.6,3.23,-0.77,15.21,15.42,1.22,39.83,inf,0.13,2.09,2.12,0.74,0.26,6.69,98.31,142.65,140.72,70.45,3.07,2.26,3.42,0.03,13.5,-19.82
2020,0.62,24.97,1.14,13.82,13.94,24.69,0.83,7.72,-1.02,15.19,15.32,1.37,29.95,inf,0.11,1.37,1.38,0.73,0.27,2.37,98.8,178.66,177.16,98.89,4.57,3.32,4.06,0.03,8.78,52.09
2021,1.29,7.0,0.78,6.16,6.25,17.3,0.5,9.8,-0.59,8.68,8.81,3.61,32.42,inf,0.32,2.53,2.56,0.64,0.35,1.52,98.55,280.99,276.97,247.01,11.14,7.15,8.17,0.03,9.07,59.58
2022,5.38,4.27,0.45,3.27,3.31,7.58,0.27,9.77,-0.3,6.2,6.27,3.78,35.86,0.92,0.41,2.93,2.96,0.58,0.4,1.35,98.6,231.77,229.35,177.72,10.77,6.28,9.1,0.04,16.9,59.49
2023,5.81,4.18,0.44,3.21,3.24,7.44,0.26,9.58,-0.29,6.14,6.21,3.78,35.86,0.9,0.4,2.93,2.96,0.6,0.4,1.35,98.6,231.77,229.35,177.72,10.54,6.28,9.1,0.04,16.9,59.49
