,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.03,inf,1.67,0.16,0.84,1.36,69.63,inf,18.42,9.89,65.21,10.18,19.68,1.03,11.8,1.39
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.68,inf,2.19,0.11,0.89,1.32,69.41,inf,15.91,6.5,49.94,5.47,13.67,0.84,8.99,-7.15
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.1,inf,1.93,0.12,0.88,inf,69.08,inf,13.69,3.75,29.78,3.52,17.9,0.94,7.19,-18.61
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.46,inf,4.17,0.11,0.89,1.02,70.45,inf,13.79,6.8,41.0,4.48,9.64,0.66,9.2,-5.18
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.33,inf,4.78,0.17,0.83,1.41,71.76,inf,9.38,4.09,21.3,3.57,10.27,0.87,13.83,-8.23
2019,1.01,67.97,inf,inf,26.32,2.36,1.9,inf,inf,inf,31.45,0.57,0.0,inf,1.56,2.13,3.88,0.16,0.84,1.25,72.08,17.09,9.35,1.08,4.62,0.73,8.5,0.68,14.29,-26.66
2020,inf,-111.03,2.64,21.45,91.42,1.96,1.19,28.03,-1.71,23.08,98.37,-0.47,19.9,inf,0.2,1.63,6.94,0.45,0.55,1.16,64.17,9.11,2.14,-1.76,-2.38,-1.07,1.25,0.61,36.13,inf
2021,inf,33.47,1.23,9.2,31.37,0.87,0.58,9.34,-0.82,10.97,37.39,0.76,20.69,inf,0.24,1.77,6.02,0.47,0.53,1.28,64.9,9.49,2.78,2.61,3.67,1.73,0.17,0.66,38.39,28.71
2022,1.13,-5.62,0.72,9.16,-35.08,0.44,0.29,5.77,-0.42,13.49,-51.67,-2.07,16.16,0.02,0.34,4.33,-16.59,0.41,0.59,1.21,63.81,4.82,-1.26,-7.87,-12.8,-5.23,-1.61,0.66,29.83,inf
2023,1.0,-6.38,0.82,10.41,-39.88,0.5,0.33,6.56,-0.47,14.74,-56.48,-2.07,16.16,0.02,0.34,4.33,-16.59,0.41,0.59,1.21,63.81,4.82,-1.26,-7.87,-12.79,-5.23,-1.61,0.66,29.83,inf
