,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,2.27,2.14,1.19,2.2,0.12,0.09,-0.35,-0.12,inf,inf,12.09,12.86,-0.01,8.35,4.67,8.59,0.04,0.96,0.52,21.87,9.86,5.36,5.18,94.03,3.8,-2.65,0.73,9.4,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-103.42,-90.55,inf,inf,8.02,-117.54,-0.3,1.3,0.26,10.66,4.87,-0.33,-52.8,-114.2,-34.38,282.12,0.65,-0.88,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-26.91,-117.47,inf,inf,1.54,2.22,-0.41,1.41,0.2,25.13,14.77,10.25,-14.39,-22.91,-9.42,-18.9,0.65,-5.3,inf
2017,inf,0.54,-0.62,0.78,1.01,0.16,0.1,-0.24,-0.15,inf,inf,63.02,-54.45,0.0,inf,0.8,1.03,-0.16,1.16,0.45,33.64,20.79,16.01,29.98,-115.72,18.57,38.45,0.62,2.3,inf
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.64,-34.16,inf,inf,0.25,0.31,-0.11,1.11,0.38,33.49,21.94,18.08,8.29,-60.42,6.92,-207.71,0.83,1.4,inf
2019,inf,4.33,-28.63,2.11,2.48,0.45,0.4,-1.27,-0.56,inf,inf,29.68,-4.49,inf,inf,0.11,0.13,-0.01,1.01,0.48,33.17,21.15,18.0,10.3,-661.22,9.13,771.17,0.89,4.32,19.67
2020,inf,-19.2,-13.4,1.6,1.74,0.56,0.46,-1.16,-0.69,inf,inf,-9.79,-14.03,inf,inf,0.06,0.07,-0.03,1.03,0.45,37.28,35.05,32.26,-2.92,-69.78,-2.41,inf,0.82,11.33,inf
2021,inf,5.06,5.61,6.07,6.57,1.39,1.58,8.73,-2.9,inf,inf,15.23,13.73,inf,-0.07,-0.08,-0.09,0.28,0.72,1.66,37.27,22.9,21.15,27.48,110.96,31.26,56.62,1.14,24.27,inf
2022,2.82,6.26,2.93,3.84,4.06,1.06,1.26,4.61,-2.58,inf,inf,11.27,24.09,-0.25,-0.21,-0.28,-0.29,0.43,0.57,2.17,36.02,27.68,26.2,17.0,46.77,20.21,50.2,1.19,26.29,12.74
2023,2.89,6.12,2.86,3.76,3.97,1.04,1.24,4.51,-2.52,1.27,1.34,11.27,24.09,-0.25,-0.21,-0.28,-0.29,0.43,0.57,2.17,36.02,27.68,26.2,17.0,46.77,20.21,50.2,1.19,26.29,12.74
