,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,7.57,5.34,0.64,inf,2.83,0.18,0.22,1.45,-0.4,inf,7.03,0.31,2.59,0.09,0.66,inf,2.86,0.37,0.61,1.38,16.61,inf,6.4,3.39,12.26,4.51,11.21,1.33,8.57,14.72
2015,6.57,9.12,0.59,inf,2.42,0.18,0.2,2.13,-0.35,inf,inf,0.21,3.23,-0.28,0.75,inf,2.8,0.34,0.61,1.32,18.28,inf,7.36,1.95,7.13,2.45,10.59,1.25,10.97,inf
2016,6.98,3.49,0.57,1.12,1.51,0.18,0.21,1.8,-0.39,inf,inf,0.51,3.12,0.02,0.63,1.17,1.58,0.33,0.61,1.34,18.95,15.84,11.79,5.1,17.2,5.74,13.94,1.12,10.09,inf
2017,7.14,9.34,0.99,2.74,4.06,0.36,0.39,3.48,-0.77,inf,inf,0.37,3.52,-0.35,0.41,1.09,1.62,0.39,0.54,1.22,16.19,13.27,8.95,3.89,11.06,4.26,11.02,1.1,7.51,41.1
2018,4.76,6.23,0.79,2.25,3.44,0.28,0.32,2.98,-0.6,4.0,6.12,0.51,3.99,0.18,0.29,0.83,1.26,0.4,0.51,1.36,14.62,12.26,8.02,4.44,12.9,5.12,12.78,1.15,7.68,21.4
2019,3.57,-108.94,1.11,7.05,55.25,0.5,0.44,3.69,-0.82,inf,inf,-0.05,4.47,inf,0.25,1.5,11.75,0.39,0.53,1.26,10.28,7.12,0.91,-0.46,-1.07,-0.42,-0.66,0.91,1.6,inf
2020,inf,4.87,0.85,2.09,2.79,0.34,0.37,4.11,-0.7,3.07,4.1,1.11,6.3,inf,0.47,0.93,1.24,0.35,0.57,1.24,17.95,16.3,12.2,7.01,21.59,7.57,14.75,1.08,8.13,39.63
2021,3.23,4.46,0.88,2.49,3.22,0.36,0.39,1.62,-0.81,4.55,5.89,1.41,7.1,inf,0.39,0.9,1.16,0.38,0.53,1.63,16.26,14.34,11.09,8.0,24.46,9.35,12.16,1.17,11.78,22.3
2022,5.1,4.3,0.73,inf,3.1,0.35,0.37,1.83,-0.79,inf,5.12,1.45,8.62,0.11,0.36,inf,1.55,0.51,0.49,1.6,16.09,inf,11.14,8.02,16.85,8.56,11.18,1.07,11.78,23.11
2023,5.69,6.0,0.75,inf,3.39,0.31,0.32,1.41,-0.66,inf,5.91,0.93,7.49,-0.16,0.43,inf,1.94,0.43,0.49,1.77,16.55,inf,9.05,5.12,12.47,5.31,8.92,1.04,11.78,12.68
