,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.41,11.41,inf,2.32,3.02,4.26,0.12,0.88,0.92,21.0,14.04,9.94,8.66,47.39,5.71,8.19,0.66,20.33,31.42
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.27,0.97,inf,0.48,3.16,3.16,0.27,0.73,1.16,20.69,6.69,6.69,12.42,28.2,7.59,5.75,0.61,14.68,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.16,0.96,inf,0.57,1.99,1.99,0.27,0.73,1.46,25.07,13.12,13.12,7.69,16.6,4.51,11.83,0.59,13.45,inf
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.28,1.17,inf,0.69,2.45,2.45,0.3,0.7,1.55,27.46,14.17,14.17,11.91,23.76,7.14,11.73,0.6,16.99,inf
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.21,1.36,inf,0.71,2.67,2.67,0.33,0.67,1.6,24.98,14.53,14.53,8.29,15.15,5.03,11.58,0.61,17.09,inf
2019,2.17,30.37,4.32,13.59,19.21,2.55,1.43,6.2,-2.25,inf,inf,0.21,1.49,inf,0.6,1.9,2.68,0.33,0.67,2.74,26.76,18.74,13.25,8.38,14.21,4.71,9.11,0.56,7.01,6.33
2020,4.75,16.17,3.44,7.85,9.94,1.98,0.95,4.77,-1.6,inf,inf,0.33,1.53,inf,0.52,1.18,1.5,0.28,0.72,1.96,30.26,25.21,19.9,12.23,21.3,5.87,12.17,0.48,7.01,6.67
2021,5.92,14.91,4.55,7.6,9.29,1.88,1.26,10.39,-2.07,inf,inf,0.46,1.52,inf,0.76,1.28,1.56,0.28,0.72,1.45,28.82,24.77,20.27,12.63,30.52,8.45,18.35,0.67,12.16,23.88
2022,5.68,13.67,4.35,8.07,9.67,2.19,1.49,11.23,-2.36,6.98,8.37,0.63,1.97,0.29,0.53,0.98,1.18,0.34,0.66,1.56,32.24,27.12,22.63,16.01,31.8,10.88,19.7,0.68,12.16,31.52
2023,5.62,13.8,4.39,8.14,9.76,2.21,1.5,11.34,-2.38,6.56,7.86,0.63,1.97,0.29,0.53,0.98,1.18,0.34,0.66,1.56,32.24,27.12,22.63,16.01,31.8,10.88,19.7,0.68,12.16,31.52
