,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.36,25.87,4.88,inf,22.57,3.15,2.1,5.23,-6.7,inf,22.48,1.18,6.26,1.96,-0.02,inf,-0.09,0.43,0.56,2.4,31.69,inf,13.96,12.18,18.88,8.1,8.98,0.67,13.24,11.64
2015,3.03,20.88,4.0,inf,20.84,2.47,1.69,3.96,-5.17,inf,21.46,0.72,3.73,0.99,0.12,inf,0.62,0.42,0.57,2.74,28.34,inf,11.87,11.84,19.17,8.11,9.02,0.68,17.32,17.34
2016,2.43,22.39,4.2,inf,23.52,2.67,1.85,4.28,-5.71,inf,23.18,0.69,3.69,-6.73,-0.06,inf,-0.34,0.44,0.55,2.78,28.14,inf,11.36,11.93,18.74,8.27,8.71,0.69,12.54,13.75
2017,1.48,34.08,5.8,inf,32.92,4.09,2.78,7.65,-8.53,inf,32.48,0.71,4.16,15.53,-0.08,inf,-0.44,0.48,0.51,2.18,28.96,inf,12.42,11.99,16.99,8.17,9.94,0.68,9.06,11.73
2018,1.98,27.51,4.77,inf,24.43,3.08,2.39,8.36,-6.17,inf,24.59,0.64,3.68,1.6,0.03,inf,0.16,0.5,0.49,1.87,28.98,inf,12.59,11.18,17.35,8.69,11.64,0.78,11.88,9.67
2019,0.98,45.05,8.34,32.56,39.37,5.45,4.64,13.8,-12.27,32.06,38.77,0.77,4.15,inf,-0.13,-0.49,-0.6,0.56,0.43,2.17,29.62,16.74,13.84,12.1,18.52,10.29,14.94,0.85,11.23,11.08
2020,0.57,67.9,13.75,48.7,56.44,9.1,7.98,23.82,-21.56,47.84,55.45,1.12,5.51,inf,-0.24,-0.86,-0.99,0.58,0.4,2.13,31.13,18.68,16.12,13.4,20.24,11.75,18.11,0.88,12.35,15.15
2021,1.86,38.6,10.17,29.59,33.29,5.87,5.78,17.26,-17.33,29.28,32.95,0.85,3.24,inf,-0.1,-0.31,-0.34,0.57,0.41,2.01,29.54,19.86,17.65,15.22,26.36,14.98,22.06,0.98,20.26,26.26
2022,1.34,38.41,10.6,28.78,32.0,5.41,5.75,17.21,-19.06,28.5,31.7,1.0,3.63,2.21,-0.1,-0.27,-0.3,0.53,0.46,1.91,29.08,18.78,16.89,14.07,28.37,14.96,22.5,1.06,25.71,29.8
2023,1.36,40.45,11.16,30.3,33.69,5.69,6.05,18.13,-20.07,30.03,33.39,1.0,3.63,2.33,-0.1,-0.27,-0.3,0.54,0.46,1.91,29.08,18.78,16.89,14.07,27.6,14.96,22.5,1.06,25.71,29.8
