,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,8.85,-77.32,1.43,inf,2.89,0.5,0.16,0.85,-0.24,inf,10.58,-0.07,3.91,0.64,3.78,inf,7.69,0.12,0.88,inf,28.11,inf,17.47,-0.65,-1.83,-0.21,7.39,0.32,7.99,inf
2015,5.07,-4.57,0.93,inf,1.1,0.36,0.12,0.49,-0.18,inf,6.18,-0.88,4.3,0.0,2.94,inf,5.08,0.18,0.82,inf,23.07,inf,33.09,-7.96,-13.9,-2.5,4.99,0.31,1.1,inf
2016,inf,-16.11,2.43,inf,7.74,0.88,0.34,2.17,-0.47,inf,20.49,-0.67,4.46,0.7,3.36,inf,12.75,0.17,0.83,inf,26.29,inf,11.34,-5.45,-12.66,-2.12,4.44,0.39,0.75,inf
2017,inf,inf,1.65,inf,3.9,0.63,0.26,9.6,-0.35,inf,12.4,0.01,5.06,-11.2,3.61,inf,8.5,0.16,0.82,1.11,26.6,inf,16.11,0.06,0.15,0.02,6.81,0.41,4.0,inf
2018,inf,2.42,1.41,inf,1.77,0.53,0.26,21.3,-0.35,inf,5.46,3.66,6.27,0.0,2.95,inf,3.7,0.18,0.79,1.05,29.88,inf,30.24,22.09,58.31,10.72,17.24,0.49,5.82,58.39
2019,6.73,10.94,1.92,3.97,5.53,0.77,0.38,17.7,-0.51,8.88,12.37,1.29,7.33,inf,2.38,4.91,6.85,0.2,0.78,1.1,32.13,19.4,13.92,7.03,17.58,3.52,6.89,0.5,9.54,inf
2020,0.03,11.65,4.46,5.41,7.73,1.47,0.7,5.1,-1.12,8.05,11.5,2.73,7.14,inf,2.17,2.64,3.77,0.16,0.82,1.59,36.39,27.16,19.01,12.62,38.27,6.02,10.94,0.48,14.52,inf
2021,7.69,2.83,1.71,1.54,1.69,0.72,0.44,3.32,-0.78,2.12,2.33,8.83,14.64,inf,0.65,0.59,0.64,0.26,0.71,1.43,46.07,47.12,42.87,25.59,60.34,15.44,27.81,0.6,22.81,inf
2022,17.74,12.42,0.88,1.88,2.53,0.43,0.23,2.37,-0.35,4.55,6.12,1.17,16.45,-0.14,1.41,2.67,3.59,0.23,0.74,1.36,30.0,23.18,17.23,3.5,7.97,1.82,9.06,0.52,19.08,172.87
2023,15.47,13.18,0.94,inf,2.68,0.46,0.24,2.52,-0.37,inf,6.27,1.17,16.45,-0.15,1.26,inf,3.59,0.26,0.74,1.36,30.0,inf,17.23,3.5,7.12,1.82,9.06,0.52,19.08,172.87
