,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.48,6.72,0.58,3.93,inf,1.38,3.1,3.22,0.27,0.57,1.98,76.78,74.1,71.47,24.69,14.79,4.06,12.66,0.16,13.73,21.3
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.78,6.17,0.33,4.02,inf,1.56,3.4,3.63,0.25,0.59,1.24,77.24,77.05,72.12,14.0,8.33,2.09,11.49,0.15,9.8,1.68
2016,6.36,10.63,1.14,inf,2.66,2.13,0.32,4.13,-0.43,inf,6.38,0.41,3.86,0.22,1.25,inf,2.93,0.28,0.55,1.45,78.11,inf,79.9,20.0,10.72,3.04,12.27,0.15,5.07,10.28
2017,3.19,12.14,1.03,3.45,3.75,2.61,0.35,2.12,-0.51,6.28,6.83,0.44,5.17,1.88,0.69,2.31,2.52,0.34,0.51,2.11,73.54,75.69,69.61,21.51,8.52,2.89,9.52,0.13,5.07,8.47
2018,4.4,12.41,1.11,3.72,4.02,2.55,0.33,1.39,-0.5,6.34,6.86,0.44,4.92,0.74,0.65,2.18,2.35,0.3,0.57,3.26,67.4,68.47,63.36,20.54,8.94,2.65,8.04,0.13,7.84,5.94
2019,1.78,8.34,1.49,2.97,3.04,1.62,0.38,2.21,-0.53,5.1,5.21,1.01,5.69,inf,0.93,1.86,1.9,0.26,0.61,2.61,53.72,54.45,53.24,19.39,17.8,4.6,11.83,0.24,25.59,19.67
2020,2.58,8.31,1.36,2.26,2.36,1.27,0.35,4.36,-0.42,4.29,4.48,1.07,6.54,inf,1.21,2.0,2.09,0.25,0.6,1.78,56.04,56.39,54.04,15.34,16.38,4.17,14.02,0.27,32.68,35.12
2021,3.48,6.34,1.08,1.81,1.87,1.35,0.27,3.62,-0.33,3.89,4.03,1.27,7.45,inf,1.25,2.09,2.16,0.25,0.61,1.8,73.26,74.78,72.22,21.31,17.03,4.34,15.12,0.2,27.49,29.12
2022,4.29,9.14,0.81,2.79,2.93,2.19,0.3,2.98,-0.37,5.74,6.03,1.04,11.8,-0.52,1.29,2.99,3.14,0.25,0.63,2.1,81.93,78.5,74.76,23.96,13.2,3.29,11.93,0.14,20.04,22.65
2023,4.53,8.67,0.77,2.65,2.78,2.08,0.29,2.83,-0.35,5.61,5.89,1.04,11.8,-0.49,0.87,2.99,3.14,0.37,0.63,2.1,81.93,78.5,74.76,23.96,8.86,3.29,11.93,0.14,20.04,22.65
