,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.49,9.89,1.69,inf,5.3,0.84,0.56,23.78,-0.73,inf,inf,2.53,14.81,-1.71,1.3,inf,4.05,0.32,0.68,1.11,26.92,inf,15.82,8.47,17.22,5.52,12.56,0.65,7.05,-11.73
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.79,16.31,inf,1.41,inf,5.44,0.28,0.72,inf,21.18,inf,11.56,5.0,11.25,3.14,8.18,0.63,8.86,-18.69
2016,7.24,18.12,1.59,inf,6.36,0.67,0.45,-5.4,-0.56,inf,inf,1.38,15.71,-0.8,1.6,inf,6.39,0.28,0.72,0.71,18.21,inf,10.46,3.67,8.79,2.47,9.14,0.67,7.31,-19.12
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.94,16.82,inf,1.51,4.38,6.92,0.25,0.75,0.77,14.83,13.36,8.46,2.17,5.59,1.41,7.68,0.65,6.97,-23.21
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.05,171.57,inf,1.04,3.41,4.7,0.36,0.64,1.23,18.67,17.13,12.42,6.91,12.27,4.39,8.92,0.64,13.14,4.8
2019,10.66,1.09,0.21,0.51,0.67,0.11,0.06,1.6,-0.08,inf,inf,35.85,185.37,inf,1.31,3.19,4.17,0.28,0.72,1.18,22.76,21.04,16.1,9.88,19.34,5.33,11.53,0.54,12.72,16.24
2020,1.13,9.5,1.9,4.85,6.39,1.03,0.55,17.3,-0.69,inf,inf,4.65,23.31,inf,1.2,3.08,4.05,0.29,0.71,1.19,22.62,21.13,16.05,10.8,19.95,5.83,11.29,0.54,10.93,29.39
2021,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.37,23.56,inf,1.73,3.07,3.8,0.25,0.75,1.13,25.04,24.48,19.75,11.7,27.02,6.84,13.8,0.58,15.08,45.08
2022,20.57,5.24,1.39,2.07,2.56,0.59,0.32,-23.46,-0.41,inf,inf,5.98,22.55,-0.86,2.05,3.05,3.78,0.23,0.77,0.94,29.18,28.43,22.91,11.21,26.51,6.11,15.12,0.55,11.42,54.67
2023,18.56,6.08,1.61,2.4,2.98,0.68,0.37,-27.22,-0.47,6.2,7.7,5.98,22.55,-0.99,2.05,3.05,3.78,0.23,0.77,0.94,29.18,28.43,22.91,11.21,26.51,6.11,15.12,0.55,11.42,54.67
