,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.06,0.18,inf,1.52,inf,94.51,0.24,0.76,1.56,20.96,inf,0.87,-15.26,-28.13,-6.79,-0.26,0.45,10.93,inf
2015,inf,-0.94,13.45,inf,-1.3,0.74,0.25,-0.58,-0.39,inf,-3.78,-3.9,0.27,0.0,25.64,inf,-2.48,0.02,0.98,0.48,-19.92,inf,-57.16,-79.25,inf,-26.88,-39.51,0.34,-10.67,inf
2016,inf,-1.92,-844.34,inf,-2.77,0.77,0.38,15.4,-0.52,inf,-7.38,-2.02,0.0,0.05,inf,inf,-4.6,-0.45,1.45,1.1,-7.01,inf,-27.88,-40.36,-44.07,-19.81,-77.22,0.49,-2.83,inf
2017,inf,-0.86,-0.28,inf,-0.79,0.38,0.27,-0.31,-0.31,inf,-3.76,-1.68,-5.17,-0.09,inf,inf,-2.96,-0.95,1.95,0.14,-9.89,inf,-48.47,-44.83,-32.48,-31.01,-872.79,0.69,-1.93,inf
2018,inf,-1.38,-0.15,inf,-0.91,1.98,0.29,-0.17,-0.32,inf,-5.12,-0.63,-5.71,0.02,inf,inf,-4.21,-1.9,2.9,0.05,-68.9,inf,-218.16,-143.88,-10.95,-20.77,74.07,0.14,-34.78,inf
2019,inf,26.98,-0.24,-12.76,-7.76,1.69,0.49,-0.2,-0.54,-55.46,-33.7,0.3,-33.97,inf,inf,-42.7,-25.94,-2.08,3.08,0.04,29.24,-13.22,-21.76,6.25,-0.88,1.83,17.33,0.29,-29.82,inf
2020,inf,5.77,-0.19,inf,9.52,0.98,0.37,-0.16,-0.43,inf,55.67,1.08,-32.89,inf,inf,inf,46.16,-1.95,2.95,0.06,45.64,inf,10.28,16.94,-3.28,6.41,-26.24,0.38,-19.35,inf
2021,inf,36.37,-0.16,inf,-18.5,0.67,0.33,-0.12,-0.38,inf,-127.19,0.14,-31.77,inf,inf,inf,-108.69,-2.04,3.04,0.05,20.86,inf,-3.61,1.83,-0.44,0.9,23.67,0.49,-19.18,inf
2022,inf,0.82,-0.07,inf,1.56,0.7,0.17,-0.06,-0.18,inf,20.63,2.95,-33.22,-0.01,inf,inf,19.07,-2.3,3.3,0.03,127.38,inf,44.53,85.22,-8.89,20.43,-42.5,0.24,-19.18,inf
2023,inf,0.76,-0.07,inf,1.45,0.65,0.15,-0.05,-0.17,inf,20.52,2.95,-33.22,0.0,inf,inf,19.07,-2.3,3.3,0.03,127.38,inf,44.53,85.22,-8.89,20.43,-42.5,0.24,-19.18,inf
