,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22.41,42.32,inf,-0.84,inf,-1.39,0.36,0.64,1.61,47.44,inf,21.08,18.53,52.97,18.94,51.29,1.02,35.7,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,39.2,72.21,inf,-0.67,inf,-1.16,0.49,0.51,2.14,48.74,inf,34.3,32.05,54.29,26.5,48.67,0.83,38.69,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.3,60.05,inf,-0.3,inf,-0.56,0.48,0.52,2.31,39.39,inf,44.62,15.49,18.82,9.09,14.05,0.59,7.76,inf
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12.38,65.08,inf,-0.18,inf,-1.13,0.51,0.49,1.58,16.37,inf,31.59,38.08,19.01,9.67,15.35,0.25,-17.94,8.72
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.72,69.94,inf,-0.02,inf,-0.2,0.57,0.43,3.35,-0.51,inf,29.75,36.69,9.61,5.45,7.73,0.15,-30.83,-33.17
2019,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-66.29,3.65,inf,0.45,-0.02,-0.02,0.02,0.98,2.98,-72.89,-621.86,-628.61,-605.15,inf,-30.88,inf,0.05,-38.15,inf
2020,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.22,8.87,inf,7.31,5.9,6.31,0.03,0.97,2.56,18.39,13.63,12.73,6.47,58.84,1.56,8.37,0.24,-7.97,-33.18
2021,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.07,24.62,inf,6.55,4.36,4.36,0.05,0.95,1.99,35.13,18.84,18.84,10.23,81.51,3.9,13.05,0.38,21.88,12.16
2022,52.3,4.39,1.3,1.71,1.74,0.21,0.14,0.67,-0.28,inf,inf,1.88,6.36,-0.7,3.06,4.02,4.1,0.1,0.9,1.65,23.54,12.04,11.81,4.69,29.6,3.08,13.16,0.66,65.29,8.74
2023,47.47,4.84,1.43,1.89,1.92,0.23,0.15,0.74,-0.3,5.91,6.02,1.88,6.36,-0.77,3.06,4.02,4.1,0.1,0.9,1.65,23.54,12.04,11.81,4.69,29.6,3.08,13.16,0.66,65.29,8.74
