,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.18,1.64,inf,0.87,-24.7,-9.51,0.27,0.46,2.44,68.79,-9.66,-25.07,-29.9,-10.94,-2.96,-3.06,0.1,-39.62,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.13,1.48,inf,1.19,-9.32,-5.85,0.26,0.5,1.56,66.88,-28.69,-45.73,-19.74,-8.81,-2.31,-6.63,0.12,-38.39,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.22,14.83,inf,1.2,inf,4.84,0.27,0.48,1.85,68.83,inf,54.09,3.22,1.48,0.4,6.1,0.12,-33.45,-51.19
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.84,15.04,inf,1.2,inf,4.33,0.28,0.46,1.97,69.38,inf,58.23,11.27,5.36,1.51,7.2,0.13,12.61,1.04
2018,0.87,18.18,1.38,inf,4.6,2.77,0.37,3.38,-0.44,inf,8.43,1.25,16.46,0.44,1.15,inf,3.83,0.27,0.47,3.12,69.92,inf,60.21,15.24,7.62,2.04,7.05,0.13,11.5,56.22
2019,0.53,25.82,2.16,5.44,6.88,4.4,0.58,3.74,-0.73,inf,inf,1.46,17.49,inf,0.96,2.4,3.04,0.27,0.47,4.16,66.61,80.91,63.93,17.03,8.37,2.24,7.23,0.13,5.51,inf
2020,0.52,30.2,1.43,4.75,6.91,3.41,0.33,2.18,-0.45,inf,inf,0.87,18.39,inf,1.21,4.04,5.87,0.23,0.55,2.33,59.31,71.83,49.4,11.31,4.73,1.09,3.93,0.1,1.23,inf
2021,4.17,13.37,0.93,6.47,9.36,3.72,0.43,1.73,-0.64,17.14,24.81,0.2,2.93,inf,0.41,2.87,4.16,0.47,0.53,4.64,56.97,57.56,39.79,27.86,6.97,3.24,2.2,0.12,5.11,61.79
2022,1.84,431.78,0.8,4.96,6.6,3.22,0.41,6.97,-0.56,13.48,17.94,0.01,3.33,-4.46,0.31,1.93,2.57,0.51,0.49,1.27,58.59,64.76,48.68,0.74,0.18,0.09,4.87,0.13,7.95,-37.31
2023,2.54,393.27,0.72,4.52,6.02,2.93,0.37,6.34,-0.51,9.67,12.87,0.01,3.35,-4.06,0.31,1.93,2.57,0.51,0.49,1.27,58.59,64.76,48.68,0.74,0.18,0.09,4.87,0.13,7.95,-37.31
