,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,3.88,11.18,0.9,inf,2.37,0.44,0.2,1.1,-0.3,inf,8.13,0.38,4.73,0.21,2.18,inf,5.76,0.23,0.77,2.31,27.49,inf,18.55,3.94,8.05,1.81,9.32,0.46,24.3,inf
2015,6.88,11.96,0.68,inf,1.79,0.31,0.14,8.36,-0.22,inf,6.89,0.29,5.0,-0.48,1.95,inf,5.1,0.21,0.79,inf,26.93,inf,17.55,2.62,5.7,1.2,9.62,0.46,18.03,9.95
2016,10.78,13.44,1.29,inf,2.58,0.51,0.29,1.01,-0.41,inf,6.72,0.44,4.62,0.24,2.07,inf,4.14,0.23,0.77,inf,29.01,inf,19.92,3.83,9.61,2.17,12.75,0.57,14.08,5.07
2017,1.51,20.62,2.59,inf,5.58,1.14,0.52,20.98,-0.73,inf,10.09,0.93,7.43,0.19,2.09,inf,4.51,0.2,0.8,1.09,29.4,inf,20.44,5.54,12.54,2.53,10.62,0.46,19.77,74.72
2018,2.43,23.29,1.72,inf,8.06,1.51,0.5,11.96,-0.74,inf,11.59,1.62,21.95,0.11,0.75,inf,3.53,0.29,0.71,1.15,30.31,inf,18.73,6.49,7.37,2.16,7.64,0.33,40.26,63.43
2019,4.04,10.02,0.87,2.67,4.24,0.71,0.31,4.02,-0.43,4.76,7.57,2.27,26.16,inf,0.68,2.09,3.33,0.35,0.65,1.37,27.54,26.46,16.65,7.05,8.66,3.06,8.22,0.43,50.13,68.64
2020,1.26,38.66,3.56,11.24,19.2,2.67,1.03,12.3,-1.54,13.82,23.61,0.76,8.23,inf,0.82,2.58,4.41,0.29,0.71,1.34,24.87,23.72,13.89,6.9,9.21,2.67,5.88,0.39,51.17,83.45
2021,1.74,11.92,2.43,4.94,6.39,1.84,0.65,29.75,-0.83,7.96,10.29,1.97,9.68,inf,1.48,3.02,3.9,0.27,0.73,1.11,40.85,37.14,28.74,15.4,20.37,5.42,9.69,0.35,53.89,103.27
2022,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6,11.73,inf,1.86,3.56,4.98,0.3,0.7,1.33,37.51,38.47,27.49,3.74,5.09,1.51,8.99,0.4,49.27,38.02
2023,4.56,40.48,2.06,3.94,5.51,1.51,0.61,14.04,-0.74,7.5,10.49,0.6,11.73,-0.58,1.86,3.56,4.98,0.3,0.7,1.33,37.51,38.47,27.49,3.74,5.09,1.51,8.99,0.4,49.27,38.02
