,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.24,9.31,inf,0.98,inf,8.19,0.37,0.63,inf,26.28,inf,16.93,-3.6,-2.54,-0.93,4.68,0.26,12.94,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.84,8.3,inf,1.36,inf,4.06,0.33,0.67,inf,39.51,inf,30.03,-9.05,-10.07,-3.27,10.94,0.36,17.77,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.53,9.16,inf,1.02,inf,7.83,0.35,0.65,inf,33.5,inf,13.33,17.12,16.68,5.76,2.45,0.34,15.31,124.17
2017,2.68,11.43,1.78,inf,6.34,1.96,0.72,6.69,-0.95,inf,9.25,1.63,10.51,1.68,0.82,inf,2.91,0.41,0.59,1.83,38.7,inf,30.97,17.18,15.55,6.34,11.87,0.37,15.17,inf
2018,0.5,132.28,3.51,inf,8.41,3.13,0.78,1.7,-1.82,inf,10.46,0.29,10.86,-1.61,0.85,inf,2.05,0.22,0.78,5.08,48.51,inf,37.25,2.37,2.65,0.59,10.16,0.25,18.76,inf
2019,1.12,-19.17,3.01,5.07,20.55,2.08,0.55,7.29,-0.68,10.17,41.2,-2.07,13.2,inf,3.02,5.1,20.65,0.18,0.82,1.65,20.26,40.94,10.1,-10.83,-15.68,-2.88,1.65,0.27,29.06,inf
2020,inf,-7.43,11.02,5.27,9.44,2.62,0.78,8.14,-0.95,9.49,17.0,-7.88,5.31,inf,8.83,4.22,7.56,0.07,0.93,2.2,37.73,49.65,27.72,-35.21,-148.3,-10.54,1.89,0.3,24.4,inf
2021,inf,9.49,5.43,3.25,4.5,2.0,0.69,3.63,-0.96,5.58,7.72,6.34,11.07,inf,3.88,2.33,3.22,0.13,0.87,2.95,49.68,61.43,44.38,21.06,57.22,7.25,18.97,0.34,32.9,38.51
2022,6.49,2.81,1.98,2.24,2.96,1.32,0.49,2.9,-0.68,4.2,5.54,17.18,24.36,0.02,1.74,1.96,2.59,0.25,0.75,2.56,50.19,58.93,44.6,46.92,70.72,17.55,15.74,0.37,36.49,66.86
2023,5.74,2.36,1.66,1.88,2.48,1.11,0.41,2.43,-0.57,3.83,5.07,17.66,25.05,0.01,1.73,1.96,2.59,0.25,0.75,2.56,50.19,58.93,44.6,46.92,70.5,17.55,15.74,0.37,36.49,66.86
