,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,10.63,5.81,0.93,inf,3.92,0.76,0.24,0.69,-0.6,inf,7.73,0.82,5.11,-0.19,0.9,inf,3.81,0.26,0.65,2.41,32.05,inf,19.49,13.16,15.99,4.17,8.44,0.32,19.57,21.79
2015,25.12,5.87,0.29,inf,3.65,0.31,0.08,0.16,-0.32,inf,18.4,0.27,5.36,-0.09,1.18,inf,14.74,0.27,0.63,3.05,22.93,inf,8.47,5.27,4.99,1.35,2.07,0.26,5.78,-17.67
2016,36.68,-3.85,0.28,inf,-6.03,0.44,0.07,0.18,-0.27,inf,-34.91,-0.4,5.42,0.02,1.36,inf,-28.89,0.26,0.65,2.29,10.71,inf,-7.3,-11.44,-7.39,-1.93,-2.09,0.17,-5.21,inf
2017,inf,-2.07,0.47,inf,-2.57,1.23,0.13,0.24,-0.49,inf,-9.4,-0.95,4.19,-0.01,1.25,inf,-6.83,0.27,0.64,3.62,-5.91,inf,-48.02,-59.66,-22.64,-6.22,-6.75,0.1,-21.81,inf
2018,inf,-2.03,0.84,inf,-2.24,1.09,0.17,0.53,-0.46,inf,-7.41,-0.74,1.8,-0.2,1.94,inf,-5.17,0.2,0.72,1.97,-11.23,inf,-48.78,-53.81,-41.41,-8.24,-10.64,0.15,-18.87,inf
2019,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.74,135.31,70.78,0.27,0.65,2.75,11.72,0.53,1.01,-8.07,-8.33,-2.25,-0.32,0.28,-4.23,inf
2020,inf,61.73,1.29,24.66,30.81,1.68,0.38,0.76,-1.39,39.41,49.24,0.2,9.45,inf,0.77,14.76,18.44,0.29,0.62,3.12,19.73,6.82,5.46,2.72,2.1,0.61,0.98,0.22,-5.72,-17.38
2021,1.01,6.2,0.47,3.68,4.16,0.66,0.15,0.34,-0.38,9.09,10.25,0.75,9.96,inf,0.69,5.4,6.1,0.31,0.58,3.15,26.46,17.94,15.9,10.65,7.57,2.34,4.16,0.22,1.0,inf
2022,8.86,5.07,0.2,2.22,2.72,0.32,0.05,0.13,-0.13,12.89,15.78,0.4,10.18,-0.1,0.96,10.66,13.06,0.27,0.61,2.95,27.7,14.5,11.84,6.35,3.95,1.06,2.3,0.17,1.0,inf
2023,8.86,5.07,0.2,2.22,2.72,0.32,0.05,0.13,-0.13,12.89,15.78,0.4,10.18,-0.1,0.96,10.66,13.06,0.27,0.61,2.95,27.7,14.5,11.84,6.35,3.95,1.06,2.3,0.17,1.0,inf
