,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,-2.03,0.39,inf,-1.2,0.85,0.19,1.58,-0.27,inf,-0.68,-0.72,3.73,-0.04,-0.08,inf,0.24,0.48,0.52,1.61,-24.45,inf,-70.73,-41.76,-19.41,-9.28,-30.24,0.22,-1.41,inf
2015,inf,4.29,0.25,inf,16.31,0.55,0.12,5.57,-0.14,inf,15.94,0.22,3.83,-0.03,0.08,inf,5.43,0.49,0.51,1.15,16.53,inf,3.38,12.85,5.73,2.8,0.6,0.22,-2.19,-11.07
2016,inf,29.33,12.42,inf,23.53,13.96,6.48,499.2,-7.18,inf,27.77,2.39,5.63,0.03,0.05,inf,0.09,0.52,0.47,0.84,72.33,inf,59.33,47.6,42.34,22.1,34.14,0.46,20.54,59.97
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,40.81,240.1,inf,-0.13,inf,-0.77,0.49,0.51,1.28,17.83,inf,37.59,38.84,17.0,8.36,13.8,0.22,1.32,inf
2018,7.14,12.42,0.91,inf,7.07,2.1,0.42,2.97,-0.58,inf,7.66,17.91,245.08,-0.22,0.13,inf,0.98,0.47,0.53,2.08,33.12,inf,29.78,16.94,7.31,3.4,8.58,0.2,6.25,inf
2019,3.38,11.63,1.87,11.6,10.57,4.18,879.67,8.0,-1.11,10.28,9.36,40.41,251.3,inf,0.06,0.38,0.34,0.47,0.53,2.04,44.81,36.05,39.59,35.97,16.08,7.56,13.88,0.21,10.14,inf
2020,5.24,19.92,2.19,11.5,9.78,4.19,1.0,4.67,-1.45,10.31,8.76,28.87,262.67,inf,-0.01,-0.06,-0.05,0.46,0.54,3.19,55.28,36.4,42.8,21.01,10.99,5.0,13.55,0.24,14.95,26.84
2021,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.86,209.38,inf,-0.08,-0.44,-0.43,0.44,0.56,1.96,55.97,31.62,32.18,6.91,4.23,1.87,3.05,0.27,-8.6,-37.86
2022,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,94.03,183.24,inf,0.43,0.65,0.65,0.37,0.63,1.84,61.09,81.94,81.88,64.47,51.46,19.18,31.79,0.3,6.73,18.11
2023,33.87,4.36,2.24,3.38,3.43,2.81,0.84,7.58,-1.1,3.09,3.14,94.03,183.24,0.0,0.42,0.64,0.65,0.37,0.63,1.84,61.09,83.11,81.88,64.47,51.31,19.18,31.79,0.3,6.73,18.11
