,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.86,15.5,0.83,inf,4.43,5.71,0.38,21.81,-0.41,inf,7.04,1.06,19.7,-0.55,0.49,inf,2.61,0.46,0.51,1.41,92.27,inf,128.83,36.87,5.38,2.46,7.87,0.07,27.54,-14.86
2015,4.12,inf,0.56,inf,3.59,3.77,0.25,50.35,-0.27,inf,6.78,0.01,19.74,-10.74,0.48,inf,3.2,0.46,0.52,1.08,92.82,inf,105.25,0.35,0.05,0.02,6.88,0.07,20.08,-60.36
2016,inf,32.59,0.58,21.76,23.54,4.34,0.29,39.07,-0.3,38.79,41.97,0.37,20.77,0.01,0.45,17.03,18.42,0.5,0.48,1.17,91.25,19.94,18.43,13.31,1.77,0.88,-0.31,0.07,8.35,-18.32
2017,0.52,-9.93,0.78,-8.79,-8.63,6.25,0.44,5.47,-0.5,-10.59,-10.4,-1.28,16.36,0.02,0.16,-1.8,-1.77,0.56,0.42,2.74,90.21,-71.09,-72.42,-62.94,-7.84,-4.42,-9.16,0.07,3.34,inf
2018,0.73,11.26,1.09,inf,6.95,9.54,0.63,32.03,-0.68,inf,8.08,1.16,12.0,-0.05,0.18,inf,1.13,0.58,0.4,1.38,88.75,inf,137.22,84.78,9.67,5.59,9.57,0.07,-0.84,8.32
2019,4.93,12.63,1.43,8.52,8.0,12.52,0.84,23.82,-0.9,9.57,8.99,1.43,12.66,inf,0.18,1.05,0.98,0.59,0.38,2.41,89.56,146.91,156.52,99.13,11.29,6.67,11.12,0.07,-1.04,20.61
2020,inf,-29.41,0.8,-47.52,-31.61,9.45,0.45,6.22,-0.5,-60.94,-40.54,-0.34,12.31,inf,0.23,-13.42,-8.93,0.56,0.41,4.01,87.67,-19.88,-29.88,-32.11,-2.73,-1.53,-2.77,0.05,-7.67,inf
2021,inf,38.81,0.67,11.17,12.87,6.41,0.37,5.8,-0.41,15.14,17.45,0.21,12.34,inf,0.24,3.97,4.58,0.55,0.42,3.0,90.42,57.44,49.84,16.53,1.74,0.96,3.21,0.06,-2.54,1.77
2022,0.65,12.0,0.61,7.12,6.91,4.75,0.38,18.23,-0.41,9.06,8.79,0.69,13.6,0.06,0.17,1.94,1.88,0.61,0.38,1.37,89.05,66.74,68.85,39.63,5.15,3.16,6.74,0.08,2.7,inf
2023,0.65,11.94,0.61,7.09,6.87,4.73,0.38,18.14,-0.41,9.03,8.75,0.69,13.6,0.06,0.17,1.94,1.88,0.62,0.38,1.37,89.05,66.74,68.85,39.63,5.09,3.16,6.74,0.08,2.7,inf
