,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.08,36.81,inf,-0.43,inf,-34.34,0.76,0.24,4.07,21.4,inf,2.19,5.19,2.93,2.23,-0.54,0.43,8.85,32.28
2015,19.74,13.98,0.81,inf,23.2,1.26,0.6,1.79,-1.08,inf,10.62,2.01,34.66,0.16,-0.42,inf,-11.97,0.75,0.25,4.42,24.53,inf,5.41,8.98,5.79,4.32,1.07,0.48,7.62,-1.25
2016,3.97,6.43,0.85,inf,11.79,1.38,0.67,2.17,-1.17,inf,5.34,5.23,39.51,0.04,-0.44,inf,-6.03,0.79,0.21,4.27,29.5,inf,11.67,21.41,13.24,10.46,5.32,0.49,9.86,inf
2017,8.52,12.89,0.92,inf,12.36,1.35,0.73,2.3,-1.28,inf,8.21,2.88,40.41,-0.29,-0.32,inf,-4.31,0.8,0.2,3.98,32.74,inf,10.9,10.45,7.12,5.7,2.99,0.54,11.31,68.22
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.75,40.71,inf,-0.35,inf,-5.17,0.79,0.21,3.47,32.09,inf,9.42,9.42,6.75,5.32,3.38,0.56,9.32,inf
2019,8.73,13.81,1.19,11.01,12.88,1.55,0.91,2.97,-1.59,7.74,9.05,3.55,41.26,inf,-0.33,-3.05,-3.57,0.77,0.23,3.49,30.74,14.07,12.03,11.22,8.6,6.59,5.34,0.59,8.71,26.86
2020,64.23,1.52,1.25,0.99,1.0,3.91,0.8,2.44,-2.18,0.7,0.71,36.15,43.91,inf,-0.38,-0.3,-0.3,0.64,0.36,2.08,30.66,396.52,392.4,256.85,82.34,52.47,81.43,0.2,-8.83,78.27
2021,17.5,6.75,1.38,5.3,5.41,30.43,1.2,3.0,-2.1,3.31,3.37,10.52,51.5,inf,-0.39,-1.49,-1.52,0.87,0.13,16.04,61.75,573.93,562.89,450.72,20.42,17.82,17.81,0.04,-37.48,14.99
2022,2.65,-8.26,1.36,-5.06,-4.97,24.72,1.15,4.17,-1.63,-3.59,-3.52,-8.72,52.76,0.05,-0.19,0.72,0.71,0.84,0.16,14.2,62.81,-488.24,-497.34,-299.31,-16.52,-13.92,-35.46,0.05,-37.48,inf
2023,2.98,-7.34,1.21,-4.5,-4.41,21.96,1.02,3.7,-1.45,-2.58,-2.54,-8.72,52.76,0.04,-0.19,0.72,0.71,0.84,0.16,14.2,62.81,-488.24,-497.34,-299.31,-16.52,-13.92,-35.46,0.05,-37.48,inf
