,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-1.01,-0.81,-0.82,0.61,0.37,3.66,64.15,43.64,43.12,29.77,85.82,51.97,73.82,1.75,inf,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.9,-0.64,-0.65,0.61,0.35,3.21,67.44,42.92,42.23,26.67,87.61,53.75,74.98,2.02,inf,inf
2016,6.51,14.84,18.58,10.5,10.5,5.33,10.82,31.8,-33.72,9.98,9.98,0.91,0.72,inf,-0.91,-0.52,-0.52,0.58,0.39,2.0,68.21,50.78,50.78,35.93,125.26,72.9,106.58,2.03,inf,inf
2017,6.04,11.76,11.57,7.59,7.59,3.54,3.04,-28.3,-3.5,7.45,7.45,1.0,1.01,1.19,-0.22,-0.14,-0.14,0.26,0.73,0.55,72.96,46.61,46.61,30.09,98.44,25.87,95.24,0.86,28.09,45.83
2018,7.3,6.31,6.63,3.73,3.73,1.92,2.33,-13.77,-3.14,3.55,3.55,1.11,1.06,0.55,-0.31,-0.18,-0.18,0.35,0.63,0.6,73.96,51.38,51.38,30.38,105.18,36.87,117.78,1.21,22.25,23.71
2019,7.87,10.56,12.07,6.1,6.1,3.31,3.85,-18.65,-5.0,5.98,5.98,1.34,1.17,inf,-0.24,-0.12,-0.12,0.32,0.66,0.53,71.86,54.24,54.24,31.37,114.35,36.48,117.88,1.16,19.97,21.23
2020,8.32,6.6,4.52,3.96,3.96,1.6,1.34,-27.36,-2.13,3.17,3.17,1.22,1.78,inf,-0.9,-0.79,-0.79,0.3,0.69,0.88,76.38,40.46,40.46,24.25,68.46,20.34,72.59,0.84,17.16,14.95
2021,7.65,6.77,4.06,3.59,3.65,1.56,0.59,-5.32,-0.77,2.96,3.01,1.18,1.96,inf,-0.71,-0.63,-0.64,0.14,0.63,0.69,61.48,43.45,42.7,23.02,59.94,8.65,23.12,0.38,15.13,5.32
2022,8.39,8.32,1.24,3.07,3.14,1.18,0.49,500.2,-0.62,3.33,3.4,0.84,5.66,-0.29,0.25,0.25,0.26,0.16,0.61,1.0,57.96,38.43,37.65,14.19,35.59,5.85,22.5,0.41,12.37,-3.31
2023,10.0,6.98,1.04,2.58,2.63,0.99,0.41,419.57,-0.52,2.83,2.89,0.84,5.66,-0.25,0.1,0.25,0.26,0.39,0.61,1.0,57.96,38.43,37.65,14.19,14.88,5.85,22.5,0.41,12.37,-3.31
