,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.11,1.55,inf,0.81,3.15,4.44,0.4,0.56,1.16,24.77,19.08,13.52,5.33,7.17,2.9,7.99,0.54,8.39,-18.54
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.05,1.52,inf,1.05,4.27,6.33,0.32,0.66,0.87,21.96,14.75,9.96,2.12,3.51,1.13,5.89,0.53,10.3,-29.51
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.05,1.49,inf,1.21,4.08,5.69,0.31,0.67,0.76,22.17,17.46,12.52,2.04,3.48,1.08,7.79,0.53,8.71,-27.87
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.07,2.63,inf,0.94,4.81,6.8,0.36,0.63,0.92,17.64,14.65,10.36,1.98,2.64,0.96,5.44,0.49,11.97,-17.29
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.27,14.21,inf,0.99,3.89,5.23,0.37,0.62,1.43,19.56,16.95,12.6,5.92,8.9,3.3,7.15,0.56,19.63,10.64
2019,2.32,13.55,1.59,5.49,7.07,1.06,0.56,8.94,-0.73,8.87,11.42,1.84,15.63,inf,0.98,3.38,4.35,0.35,0.64,1.35,22.4,19.34,15.01,7.83,11.75,4.11,8.71,0.52,18.25,27.69
2020,2.32,7.61,1.01,inf,4.38,0.67,0.32,7.18,-0.42,inf,8.75,2.31,17.44,inf,1.01,inf,4.37,0.32,0.68,1.25,23.05,inf,15.25,8.78,13.27,4.24,8.22,0.48,16.97,55.46
2021,3.24,5.01,0.82,inf,2.5,0.46,0.23,10.69,-0.31,inf,6.69,3.23,19.68,inf,1.38,inf,4.19,0.28,0.72,1.09,25.26,inf,18.24,9.09,16.43,4.57,10.1,0.5,23.82,66.92
2022,5.17,3.97,0.7,inf,2.01,0.44,0.2,5.91,-0.27,inf,5.93,3.89,22.19,0.2,1.37,inf,3.92,0.29,0.71,1.17,29.14,inf,21.83,11.03,17.64,5.11,12.19,0.46,15.85,63.32
2023,6.14,3.86,0.68,inf,1.95,0.43,0.2,5.74,-0.26,inf,5.87,3.89,22.19,0.19,1.36,inf,3.92,0.29,0.71,1.17,29.14,inf,21.83,11.03,17.51,5.11,12.19,0.46,15.85,63.32
