,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,-0.02,0.01,-0.03,-0.02,0.0,0.0,0.07,0.0,1.12,0.84,-154.11,546.78,0.0,-0.21,1.14,0.86,0.52,0.47,1.1,7.34,-8.33,-11.12,-12.69,-28.18,-14.61,-22.01,1.15,4.94,inf
2015,inf,0.07,0.01,0.03,0.05,0.0,0.0,0.02,-0.01,-4.58,-6.28,46.01,591.61,0.0,-0.71,-4.61,-6.32,0.32,0.67,1.14,19.78,7.56,5.52,3.8,7.78,2.5,7.78,0.66,-0.65,-11.42
2016,0.52,14.21,1.32,5.85,7.09,0.48,0.7,4.23,-1.48,4.31,5.22,0.39,4.23,0.53,-0.35,-1.54,-1.87,0.53,0.47,1.46,16.92,8.15,6.72,3.36,9.32,4.94,9.91,1.47,5.38,-15.04
2017,1.27,11.19,1.53,6.61,7.28,0.76,0.71,3.46,-2.21,4.23,4.65,0.66,4.79,0.17,-0.55,-2.39,-2.63,0.46,0.53,1.44,20.63,11.49,10.43,6.79,13.71,6.36,12.36,0.94,-1.22,inf
2018,4.24,59.42,1.51,13.3,15.49,0.83,0.73,1.94,-2.29,11.03,12.84,0.12,4.88,-0.73,-0.26,-2.28,-2.65,0.48,0.51,2.23,16.2,6.26,5.38,1.4,2.55,1.23,3.29,0.88,1.65,inf
2019,0.95,-5.96,1.52,-13.9,-8.86,1.07,0.68,3.17,-1.58,-12.14,-7.73,-1.05,4.11,inf,-0.19,1.77,1.13,0.45,0.56,1.6,14.37,-7.71,-12.09,-17.98,-25.51,-11.36,-14.2,0.63,-6.57,inf
2020,inf,-2.47,1.39,-4.31,-3.36,6.69,0.51,3.63,-0.98,-3.38,-2.64,-1.61,2.85,inf,-0.3,0.92,0.72,0.36,0.64,1.4,-37.76,-155.39,-199.18,-271.46,-56.42,-20.51,-28.17,0.08,-40.82,inf
2021,inf,-3.92,1.86,-5.15,-4.48,8.03,0.46,4.14,-1.2,-3.27,-2.84,-0.95,2.0,inf,-0.68,1.88,1.64,0.25,0.75,1.22,28.99,-155.8,-179.23,-204.67,-47.5,-11.84,-21.78,0.06,-47.6,inf
2022,inf,-14.56,1.41,inf,4.71,0.49,0.31,4.74,-0.82,inf,2.05,-0.16,1.7,0.18,-0.82,inf,-2.66,0.22,0.78,1.12,25.51,inf,10.41,-3.37,-9.92,-2.16,14.42,0.64,-12.84,inf
2023,inf,-10.36,1.0,2.85,3.35,0.35,0.22,3.37,-0.58,0.59,0.69,-0.16,1.7,0.13,-0.8,-2.26,-2.66,0.22,0.78,1.12,25.51,12.25,10.41,-3.37,-9.68,-2.16,14.42,0.64,-12.84,inf
