,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,4.4,6.45,0.58,5.37,6.55,0.69,0.44,1.17,-0.82,inf,inf,0.7,7.78,1.2,-0.11,-0.99,-1.21,0.75,0.25,4.93,32.23,12.79,10.49,10.66,8.97,6.76,7.21,0.63,14.09,54.27
2015,2.12,10.04,0.57,7.59,10.46,0.71,0.44,1.17,-0.83,inf,inf,0.47,8.15,-0.3,-0.07,-0.87,-1.2,0.77,0.23,5.15,27.66,9.36,6.8,7.08,5.72,4.38,3.7,0.62,10.06,17.94
2016,inf,17.03,0.52,8.94,14.7,0.61,0.41,1.01,-0.77,12.31,20.25,0.26,8.44,-0.38,-0.12,-2.01,-3.31,0.8,0.2,7.49,24.18,6.86,4.17,3.6,3.03,2.41,2.75,0.67,7.35,-8.52
2017,6.83,10.28,0.66,7.91,10.63,0.76,0.52,1.27,-1.02,inf,inf,0.56,8.82,0.09,-0.1,-1.25,-1.67,0.79,0.21,6.42,28.62,9.65,7.18,7.42,6.4,5.07,5.33,0.68,7.96,10.22
2018,5.64,9.52,0.83,10.3,14.73,0.98,0.65,1.61,-1.26,inf,inf,0.82,9.43,0.21,-0.03,-0.35,-0.5,0.79,0.21,6.13,28.07,9.53,6.67,10.31,8.68,6.83,3.61,0.66,5.47,4.34
2019,inf,14.41,0.77,21.14,71.94,0.92,0.62,1.57,-1.16,24.05,81.83,0.53,9.82,inf,-0.07,-1.93,-6.55,0.8,0.2,6.62,24.1,4.35,1.28,6.38,5.36,4.29,-2.78,0.67,4.74,-5.48
2020,8.59,4.76,0.61,4.76,5.78,0.77,0.46,1.06,-1.0,13.65,16.58,1.11,8.67,inf,-0.08,-0.64,-0.78,0.75,0.25,5.24,29.08,16.11,13.26,16.1,12.82,9.67,6.74,0.6,5.55,24.4
2021,3.39,5.9,0.65,4.68,5.46,0.68,0.49,1.23,-1.04,11.98,13.98,1.02,9.32,inf,0.01,0.05,0.06,0.76,0.24,4.32,30.33,14.45,12.38,11.47,10.98,8.38,9.68,0.73,9.46,38.0
2022,3.06,15.11,0.46,10.23,22.47,0.51,0.34,0.79,-0.72,20.79,45.66,0.29,9.37,-0.18,0.04,0.83,1.82,0.75,0.25,5.83,22.36,4.97,2.26,3.37,3.05,2.27,1.61,0.67,9.46,6.91
2023,3.12,14.82,0.45,10.04,22.06,0.5,0.34,0.77,-0.71,20.74,45.54,0.29,9.37,-0.18,0.04,0.83,1.82,0.75,0.25,5.83,22.36,4.97,2.26,3.37,3.05,2.27,1.61,0.67,9.46,6.91
