,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-26.2,124.85,inf,0.09,inf,-0.48,0.69,0.31,0.36,inf,inf,inf,inf,-20.99,-14.59,-18.1,0.0,inf,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-31.76,89.05,inf,0.22,inf,-0.71,0.58,0.42,0.08,inf,inf,inf,inf,-35.66,-20.6,-25.4,0.0,inf,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.21,inf,-0.24,0.3,0.7,0.06,inf,inf,inf,inf,-101.74,-30.66,-73.47,0.0,inf,inf
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.14,inf,0.39,0.44,0.56,0.08,inf,inf,inf,inf,35.58,15.79,30.01,0.0,inf,inf
2018,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,15.46,104.38,inf,0.02,inf,0.15,0.65,0.35,0.19,inf,inf,inf,inf,14.81,9.66,16.26,0.0,inf,15.26
2019,2.8,-7.73,0.73,250.52,-10.58,inf,0.45,66.95,-0.46,260.26,-10.99,-9.31,98.76,inf,-0.01,inf,0.1,0.62,0.38,3.92,inf,inf,inf,inf,-9.43,-5.84,-7.03,0.0,inf,inf
2020,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-29.13,83.14,inf,0.0,inf,0.01,0.56,0.44,1.42,inf,inf,inf,inf,-35.04,-19.57,-29.55,0.0,inf,inf
2021,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-9.14,74.46,inf,-0.01,inf,0.08,0.51,0.49,2.97,inf,inf,inf,inf,-12.28,-6.29,-7.36,0.0,inf,inf
2022,inf,-9.87,1.21,inf,-17.12,inf,0.62,174.62,-0.62,inf,-17.09,-9.14,74.46,0.14,-0.01,inf,0.08,0.51,0.49,2.97,inf,inf,inf,inf,-12.28,-6.29,-7.36,0.0,inf,inf
2023,inf,-9.87,1.21,inf,-17.12,inf,0.62,174.62,-0.62,inf,-17.09,-9.14,74.46,0.14,-0.01,inf,0.08,0.51,0.49,2.97,inf,inf,inf,inf,-12.28,-6.29,-7.36,0.0,inf,inf
