,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.02,0.16,inf,0.05,inf,-0.78,0.7,0.3,2.96,4.51,inf,-5.67,-13.08,-14.23,-9.9,-13.69,0.76,5.99,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-0.01,0.15,inf,0.12,inf,-2.47,0.61,0.39,1.91,-6.24,inf,-4.89,-5.99,-6.12,-3.72,-5.97,0.62,4.28,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.62,18.17,inf,-0.26,inf,-2.56,0.65,0.35,3.42,5.96,inf,10.13,19.86,19.92,13.04,8.22,0.66,2.09,20.69
2017,1.53,5.94,1.04,inf,4.96,0.83,0.75,1.16,-3.27,inf,2.7,3.4,19.41,-1.0,-0.32,inf,-1.54,0.72,0.28,6.21,25.92,inf,16.63,13.9,17.53,12.63,16.54,0.91,4.51,9.53
2018,14.17,5.0,1.53,inf,5.06,1.22,1.16,1.66,-5.29,inf,4.83,6.71,21.93,0.05,-0.12,inf,-0.38,0.76,0.24,9.41,34.31,inf,24.14,24.47,30.58,23.24,29.83,0.95,9.45,68.34
2019,2.72,5.92,1.13,4.88,6.05,1.1,0.82,1.26,-3.72,3.06,3.8,4.73,24.88,inf,-0.34,-1.47,-1.83,0.73,0.27,6.2,23.6,22.65,18.25,18.65,19.03,13.92,18.13,0.75,8.35,inf
2020,0.41,5.29,1.34,6.25,7.34,1.33,0.92,1.45,-4.22,3.86,4.53,6.36,25.08,inf,-0.54,-2.52,-2.96,0.68,0.32,5.27,36.04,21.31,18.15,25.21,25.34,17.34,10.61,0.69,15.93,inf
2021,7.6,7.95,2.51,6.92,7.76,2.29,1.83,4.02,-4.91,5.97,6.7,9.53,30.22,inf,-0.2,-0.54,-0.61,0.73,0.27,3.67,32.73,33.14,29.56,28.87,31.54,23.08,31.04,0.8,17.77,26.92
2022,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.36,27.87,inf,-0.25,-4.05,-7.22,0.77,0.23,4.67,6.27,6.3,3.53,8.51,8.45,6.47,2.17,0.76,7.16,-2.85
2023,9.35,21.58,1.82,inf,52.03,1.84,1.4,3.0,-3.42,inf,28.96,2.36,27.87,-0.29,-0.25,inf,-7.22,0.77,0.23,4.67,6.27,inf,3.53,8.51,8.45,6.47,2.17,0.76,7.16,-2.85
