,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,2.12,8.07,0.28,1.37,2.16,0.08,0.11,0.31,-0.49,3.51,5.55,0.27,7.53,0.16,0.45,2.15,3.39,0.38,0.62,1.79,22.56,5.89,3.73,1.0,3.52,1.32,7.36,1.32,1.35,-28.89
2015,8.03,-1.87,0.26,31.12,-2.41,0.08,0.08,0.33,-0.41,92.34,-7.15,-0.91,6.56,0.0,0.51,61.22,-4.74,0.3,0.7,1.41,18.83,0.26,-3.36,-4.33,-13.86,-4.16,-4.36,0.96,-4.56,inf
2016,inf,27.72,0.44,1.43,2.02,0.14,0.13,0.71,-0.6,2.6,3.67,0.1,6.37,-0.25,0.36,1.17,1.65,0.31,0.69,1.32,29.0,9.8,6.95,0.51,1.58,0.48,9.73,0.96,-3.14,inf
2017,1.65,-5.74,0.54,3.84,6.99,0.14,0.16,0.85,-0.85,5.86,10.66,-0.54,5.77,0.01,0.28,2.02,3.67,0.29,0.71,1.29,25.78,3.71,2.04,-2.48,-9.39,-2.74,3.42,1.1,-1.87,inf
2018,inf,-426.62,0.39,1.83,2.62,0.1,0.11,0.64,-0.53,3.84,5.51,-0.01,5.8,4.31,0.43,2.02,2.89,0.28,0.72,1.28,26.36,5.51,3.84,-0.02,-0.09,-0.03,5.74,1.09,-5.33,inf
2019,inf,54.36,1.7,6.54,9.05,0.47,0.46,3.06,-1.89,8.37,11.59,0.19,6.0,inf,0.48,1.84,2.54,0.27,0.73,1.25,25.07,7.15,5.16,0.86,3.12,0.85,7.33,0.98,-3.86,-6.69
2020,0.63,3.79,0.71,2.24,2.6,0.33,0.26,0.86,-1.18,2.92,3.39,1.35,7.21,inf,0.21,0.68,0.79,0.36,0.63,1.61,20.47,14.72,12.67,8.71,18.69,6.76,11.2,0.78,3.53,inf
2021,3.13,7.72,1.32,4.53,5.1,0.46,0.41,1.31,-2.44,6.11,6.89,1.41,8.26,inf,0.46,1.59,1.79,0.31,0.69,1.61,22.84,10.14,9.01,5.95,17.09,5.33,14.3,0.9,14.02,86.66
2022,3.62,4.39,0.95,1.95,2.13,0.27,0.32,0.8,-1.73,3.57,3.9,2.14,9.92,0.09,0.79,1.62,1.77,0.33,0.67,1.93,23.97,13.68,12.52,6.07,21.71,7.22,21.25,1.19,21.15,inf
2023,4.48,3.55,0.77,1.58,1.72,0.22,0.26,0.65,-1.4,3.19,3.49,2.14,9.92,0.07,0.79,1.62,1.77,0.33,0.67,1.93,23.97,13.68,12.52,6.07,21.55,7.22,21.25,1.19,21.15,inf
