,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.61,4.44,5.86,0.44,0.56,0.94,7.4,1.68,1.27,1.14,9.26,4.07,4.12,3.57,inf,inf
2015,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.23,-10.48,-7.47,0.32,0.68,2.3,7.52,-1.2,-1.68,-1.19,-11.7,-3.72,-10.5,3.11,inf,inf
2016,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.65,27.91,-816.93,0.24,0.76,2.18,7.46,0.51,-0.02,-0.36,-4.25,-1.0,-1.66,2.76,inf,inf
2017,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.48,1.64,1.99,0.37,0.63,2.43,7.53,3.04,2.51,1.36,13.04,4.84,12.62,3.56,inf,inf
2018,5.71,9.38,3.09,10.68,12.55,0.31,1.18,3.63,-2.39,11.58,13.6,2.74,8.31,inf,0.26,0.9,1.05,0.38,0.62,2.81,5.99,2.87,2.44,3.27,32.97,12.6,5.05,3.86,inf,inf
2019,8.91,15.84,4.0,18.62,25.89,0.37,1.35,9.66,-2.57,20.97,29.15,1.9,7.52,inf,0.5,2.35,3.26,0.34,0.66,1.42,6.27,1.98,1.42,2.33,25.22,8.55,1.68,3.67,-0.73,14.51
2020,4.25,6.6,2.11,5.05,5.65,0.32,0.91,4.02,-1.72,6.07,6.78,3.35,10.48,inf,0.43,1.02,1.14,0.43,0.57,1.92,5.47,6.26,5.6,4.79,31.99,13.79,17.54,2.88,-3.48,inf
2021,9.51,9.98,2.03,7.88,9.57,0.19,0.74,2.39,-1.55,11.1,13.48,2.14,10.56,inf,0.83,3.23,3.92,0.36,0.64,2.42,5.27,2.43,2.0,1.92,20.29,7.37,7.38,3.84,8.47,inf
2022,5.51,11.79,1.44,4.01,4.57,0.1,0.44,1.44,-0.96,6.95,7.92,1.32,10.83,-0.31,1.05,2.93,3.34,0.31,0.69,2.31,4.13,2.49,2.18,0.85,12.19,3.74,11.89,4.41,16.5,5.95
2023,5.94,10.92,1.33,3.72,4.24,0.09,0.41,1.33,-0.89,6.65,7.58,1.32,10.83,-0.28,1.05,2.93,3.34,0.31,0.69,2.31,4.13,2.49,2.18,0.85,12.19,3.74,11.89,4.41,16.5,5.95
