,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5
2014,3.74,13.69,1.18,inf,8.62,1.34,0.61,4.33,-0.89,inf,11.4,0.59,6.83,-0.55,0.38,inf,2.78,0.52,0.48,1.79,30.55,inf,15.57,9.8,8.59,4.44,7.67,0.45,15.6,16.81
2015,6.5,21.4,0.87,inf,12.07,0.99,0.44,2.67,-0.63,inf,17.95,0.28,6.81,-0.4,0.42,inf,5.88,0.5,0.49,2.13,27.75,inf,8.21,4.63,4.05,2.04,3.22,0.44,7.65,-17.04
2016,inf,198.94,1.03,inf,14.83,1.2,0.5,2.33,-0.77,inf,21.27,0.03,6.61,-2.28,0.45,inf,6.44,0.49,0.51,2.69,25.81,inf,8.11,0.6,0.52,0.25,3.85,0.42,5.77,-42.44
2017,1.05,34.43,1.35,inf,15.11,1.59,0.67,4.32,-0.99,inf,20.09,0.27,6.82,0.05,0.45,inf,4.99,0.5,0.5,1.95,28.66,inf,10.56,4.63,3.92,1.95,4.96,0.42,3.42,-16.64
2018,6.7,18.96,1.77,inf,11.17,1.65,0.85,5.18,-1.37,inf,13.49,0.62,6.7,0.14,0.37,inf,2.32,0.48,0.52,1.76,26.24,inf,14.8,8.72,9.31,4.49,7.76,0.51,5.03,-3.66
2019,2.23,28.52,2.35,8.51,18.09,2.31,1.08,8.48,-1.61,9.76,20.76,0.59,7.13,inf,0.35,1.25,2.67,0.46,0.54,1.63,25.82,27.12,12.76,8.09,8.23,3.79,7.18,0.47,4.69,0.77
2020,1.64,29.18,2.55,9.74,19.71,2.25,1.15,7.32,-1.82,10.83,21.91,0.66,7.5,inf,0.28,1.09,2.2,0.45,0.55,1.75,31.5,23.11,11.43,7.72,8.75,3.95,7.04,0.51,8.21,19.85
2021,11.46,6.6,1.99,4.26,6.02,1.39,0.85,8.83,-1.3,5.18,7.31,2.27,7.53,inf,0.43,0.92,1.29,0.43,0.57,1.38,35.13,32.71,23.15,21.12,30.09,12.86,16.95,0.61,15.88,135.85
2022,5.0,7.51,0.95,2.53,3.92,0.67,0.36,2.97,-0.54,4.24,6.56,0.9,7.12,-0.13,0.65,1.71,2.64,0.38,0.62,1.58,33.84,26.4,17.08,8.91,12.87,4.84,11.22,0.54,16.29,32.53
2023,5.77,6.51,0.83,2.2,3.4,0.58,0.32,2.58,-0.47,3.91,6.04,0.9,7.12,-0.12,0.64,1.71,2.64,0.38,0.62,1.58,33.84,26.4,17.08,8.91,12.68,4.84,11.22,0.54,16.29,32.53
